NPRO;CUMUN;NMUN;ALQTBID12_M_VC_11
Burgos;9421;Vid y Barrios, La;335.42857142857144
Burgos;9422;Vid de Bureba, La;335.42857142857144
Burgos;9423;Vileña;335.42857142857144
Burgos;9424;Viloria de Rioja;335.42857142857144
Burgos;9425;Vilviestre del Pinar;335.42857142857144
Burgos;9427;Villadiego;335.42857142857144
Burgos;9428;Villaescusa de Roa;335.42857142857144
Burgos;9429;Villaescusa la Sombría;335.42857142857144
Burgos;9430;Villaespasa;335.42857142857144
Burgos;9431;Villafranca Montes de Oca;335.42857142857144
Burgos;9432;Villafruela;335.42857142857144
Burgos;9433;Villagalijo;335.42857142857144
Burgos;9434;Villagonzalo Pedernales;335.42857142857144
Burgos;9437;Villahoz;335.42857142857144
Burgos;9438;Villalba de Duero;335.42857142857144
Burgos;9439;Villalbilla de Burgos;370.0
Burgos;9440;Villalbilla de Gumiel;335.42857142857144
Burgos;9441;Villaldemiro;335.42857142857144
Burgos;9442;Villalmanzo;335.42857142857144
Burgos;9443;Villamayor de los Montes;335.42857142857144
Burgos;9444;Villamayor de Treviño;335.42857142857144
Burgos;9445;Villambistia;335.42857142857144
Burgos;9446;Villamedianilla;335.42857142857144
Burgos;9447;Villamiel de la Sierra;335.42857142857144
Burgos;9448;Villangómez;335.42857142857144
Burgos;9449;Villanueva de Argaño;335.42857142857144
Burgos;9450;Villanueva de Carazo;335.42857142857144
Burgos;9451;Villanueva de Gumiel;335.42857142857144
Burgos;9454;Villanueva de Teba;335.42857142857144
Burgos;9455;Villaquirán de la Puebla;335.42857142857144
Burgos;9456;Villaquirán de los Infantes;335.42857142857144
Burgos;9458;Villariezo;335.42857142857144
Burgos;9460;Villasandino;335.42857142857144
Burgos;9463;Villasur de Herreros;335.42857142857144
Burgos;9464;Villatuelda;335.42857142857144
Burgos;9466;Villaverde del Monte;335.42857142857144
Burgos;9467;Villaverde-Mogina;335.42857142857144
Burgos;9471;Villayerno Morquillas;335.42857142857144
Burgos;9472;Villazopeque;335.42857142857144
Burgos;9473;Villegas;335.42857142857144
Burgos;9476;Villoruebo;335.42857142857144
Burgos;9478;Vizcaínos;335.42857142857144
Burgos;9480;Zael;335.42857142857144
Burgos;9482;Zarzosa de Río Pisuerga;335.42857142857144
Burgos;9483;Zazuar;335.42857142857144
Burgos;9485;Zuñeda;335.42857142857144
Burgos;9901;Quintanilla del Agua y Tordueles;335.42857142857144
Burgos;9902;Valle de Santibáñez;335.42857142857144
Burgos;9903;Villarcayo de Merindad de Castilla la Vieja;300.0
Burgos;9904;Valle de las Navas;335.42857142857144
Burgos;9905;Valle de Sedano;335.42857142857144
Burgos;9906;Merindad de Río Ubierna;335.42857142857144
Burgos;9907;Alfoz de Quintanadueñas;335.42857142857144
Burgos;9908;Valle de Losa;335.42857142857144
Cáceres;10001;Abadía;250.94736842105263
Cáceres;10002;Abertura;250.94736842105263
Cáceres;10003;Acebo;250.94736842105263
Cáceres;10004;Acehúche;250.94736842105263
Cáceres;10005;Aceituna;250.94736842105263
Cáceres;10006;Ahigal;250.94736842105263
Cáceres;10007;Albalá;250.94736842105263
Cáceres;10008;Alcántara;250.94736842105263
Cáceres;10009;Alcollarín;250.94736842105263
Cáceres;10010;Alcuéscar;250.94736842105263
Cáceres;10011;Aldeacentenera;250.94736842105263
Cáceres;10012;Aldea del Cano;250.94736842105263
Cáceres;10013;Aldea del Obispo, La;250.94736842105263
Cáceres;10014;Aldeanueva de la Vera;250.94736842105263
Cáceres;10015;Aldeanueva del Camino;250.94736842105263
Cáceres;10016;Aldehuela de Jerte;250.94736842105263
Cáceres;10017;Alía;250.94736842105263
Cáceres;10018;Aliseda;250.94736842105263
Cáceres;10019;Almaraz;250.94736842105263
Cáceres;10020;Almoharín;250.94736842105263
Cáceres;10021;Arroyo de la Luz;250.94736842105263
Cáceres;10022;Arroyomolinos de la Vera;250.94736842105263
Cáceres;10023;Arroyomolinos;250.94736842105263
Cáceres;10024;Baños de Montemayor;250.94736842105263
Cáceres;10025;Barrado;250.94736842105263
Cáceres;10026;Belvís de Monroy;250.94736842105263
Cáceres;10027;Benquerencia;250.94736842105263
Cáceres;10028;Berrocalejo;250.94736842105263
Cáceres;10029;Berzocana;250.94736842105263
Cáceres;10030;Bohonal de Ibor;250.94736842105263
Cáceres;10031;Botija;250.94736842105263
Cáceres;10032;Brozas;250.94736842105263
Cáceres;10033;Cabañas del Castillo;250.94736842105263
Cáceres;10034;Cabezabellosa;250.94736842105263
Cáceres;10035;Cabezuela del Valle;250.94736842105263
Cáceres;10036;Cabrero;250.94736842105263
Cáceres;10037;Cáceres;380.0
Cáceres;10038;Cachorrilla;250.94736842105263
Cáceres;10039;Cadalso;250.94736842105263
Cáceres;10040;Calzadilla;250.94736842105263
Cáceres;10041;Caminomorisco;250.94736842105263
Cáceres;10042;Campillo de Deleitosa;250.94736842105263
Cáceres;10043;Campo Lugar;250.94736842105263
Cáceres;10044;Cañamero;250.94736842105263
Cáceres;10045;Cañaveral;250.94736842105263
Cáceres;10046;Carbajo;250.94736842105263
Cáceres;10047;Carcaboso;250.94736842105263
Cáceres;10048;Carrascalejo;250.94736842105263
Cáceres;10049;Casar de Cáceres;250.0
Cáceres;10050;Casar de Palomero;250.94736842105263
Cáceres;10051;Casares de las Hurdes;250.94736842105263
Cáceres;10052;Casas de Don Antonio;250.94736842105263
Cáceres;10053;Casas de Don Gómez;250.94736842105263
Cáceres;10054;Casas del Castañar;250.94736842105263
Cáceres;10055;Casas del Monte;250.94736842105263
Cáceres;10056;Casas de Millán;250.94736842105263
Cáceres;10057;Casas de Miravete;250.94736842105263
Cáceres;10058;Casatejada;250.94736842105263
Cáceres;10059;Casillas de Coria;250.94736842105263
Cáceres;10060;Castañar de Ibor;250.94736842105263
Cáceres;10061;Ceclavín;250.94736842105263
Cáceres;10062;Cedillo;250.94736842105263
Cáceres;10063;Cerezo;250.94736842105263
Cáceres;10064;Cilleros;250.94736842105263
Cáceres;10065;Collado;250.94736842105263
Cáceres;10066;Conquista de la Sierra;250.94736842105263
Cáceres;10067;Coria;250.0
Cáceres;10068;Cuacos de Yuste;250.94736842105263
Cáceres;10069;Cumbre, La;250.94736842105263
Cáceres;10070;Deleitosa;250.94736842105263
Cáceres;10071;Descargamaría;250.94736842105263
Cáceres;10072;Eljas;250.94736842105263
Cáceres;10073;Escurial;250.94736842105263
Cáceres;10075;Fresnedoso de Ibor;250.94736842105263
Cáceres;10076;Galisteo;250.94736842105263
Cáceres;10077;Garciaz;250.94736842105263
Cáceres;10078;Garganta, La;250.94736842105263
Cáceres;10079;Garganta la Olla;250.94736842105263
Cáceres;10080;Gargantilla;250.94736842105263
Cáceres;10081;Gargüera;250.94736842105263
Cáceres;10082;Garrovillas de Alconétar;250.94736842105263
Cáceres;10083;Garvín;250.94736842105263
Cáceres;10084;Gata;250.94736842105263
Cáceres;10085;Gordo, El;250.94736842105263
Cáceres;10086;Granja, La;250.94736842105263
Cáceres;10087;Guadalupe;250.94736842105263
Cáceres;10088;Guijo de Coria;250.94736842105263
Cáceres;10089;Guijo de Galisteo;250.94736842105263
Cáceres;10090;Guijo de Granadilla;250.94736842105263
Cáceres;10091;Guijo de Santa Bárbara;250.94736842105263
Cáceres;10092;Herguijuela;250.94736842105263
Cáceres;10093;Hernán-Pérez;250.94736842105263
Cáceres;10094;Herrera de Alcántara;250.94736842105263
Cáceres;10095;Herreruela;250.94736842105263
Cáceres;10096;Hervás;259.0
Cáceres;10097;Higuera;250.94736842105263
Cáceres;10098;Hinojal;250.94736842105263
Cáceres;10099;Holguera;250.94736842105263
Cáceres;10100;Hoyos;250.94736842105263
Cáceres;10101;Huélaga;250.94736842105263
Cáceres;10102;Ibahernando;250.94736842105263
Cáceres;10103;Jaraicejo;250.94736842105263
Cáceres;10104;Jaraíz de la Vera;228.0
Cáceres;10105;Jarandilla de la Vera;240.0
Cáceres;10106;Jarilla;250.94736842105263
Cáceres;10107;Jerte;250.94736842105263
Cáceres;10108;Ladrillar;250.94736842105263
Cáceres;10109;Logrosán;250.94736842105263
Cáceres;10110;Losar de la Vera;190.0
Cáceres;10111;Madrigal de la Vera;270.0
Cáceres;10112;Madrigalejo;250.94736842105263
Cáceres;10113;Madroñera;250.94736842105263
Cáceres;10114;Majadas;250.94736842105263
Cáceres;10115;Malpartida de Cáceres;204.0
Cáceres;10116;Malpartida de Plasencia;250.94736842105263
Cáceres;10117;Marchagaz;250.94736842105263
Cáceres;10118;Mata de Alcántara;250.94736842105263
Cáceres;10119;Membrío;250.94736842105263
Cáceres;10120;Mesas de Ibor;250.94736842105263
Cáceres;10121;Miajadas;283.0
Cáceres;10122;Millanes;250.94736842105263
Cáceres;10123;Mirabel;250.94736842105263
Cáceres;10124;Mohedas de Granadilla;250.94736842105263
Cáceres;10125;Monroy;250.94736842105263
Cáceres;10126;Montánchez;250.94736842105263
Cáceres;10127;Montehermoso;163.0
Cáceres;10128;Moraleja;199.0
Cáceres;10129;Morcillo;250.94736842105263
Cáceres;10130;Navaconcejo;177.0
Cáceres;10131;Navalmoral de la Mata;320.0
Cáceres;10132;Navalvillar de Ibor;250.94736842105263
Cáceres;10133;Navas del Madroño;250.94736842105263
Cáceres;10134;Navezuelas;250.94736842105263
Cáceres;10135;Nuñomoral;250.94736842105263
Cáceres;10136;Oliva de Plasencia;250.94736842105263
Cáceres;10137;Palomero;250.94736842105263
Cáceres;10138;Pasarón de la Vera;250.94736842105263
Cáceres;10139;Pedroso de Acim;250.94736842105263
Cáceres;10140;Peraleda de la Mata;250.94736842105263
Cáceres;10141;Peraleda de San Román;250.94736842105263
Cáceres;10142;Perales del Puerto;250.94736842105263
Cáceres;10143;Pescueza;250.94736842105263
Cáceres;10144;Pesga, La;250.94736842105263
Cáceres;10145;Piedras Albas;250.94736842105263
Cáceres;10146;Pinofranqueado;250.94736842105263
Cáceres;10147;Piornal;250.94736842105263
Cáceres;10148;Plasencia;325.0
Cáceres;10149;Plasenzuela;250.94736842105263
Cáceres;10150;Portaje;250.94736842105263
Cáceres;10151;Portezuelo;250.94736842105263
Cáceres;10152;Pozuelo de Zarzón;250.94736842105263
Cáceres;10153;Puerto de Santa Cruz;250.94736842105263
Cáceres;10154;Rebollar;250.94736842105263
Cáceres;10155;Riolobos;250.94736842105263
Cáceres;10156;Robledillo de Gata;250.94736842105263
Cáceres;10157;Robledillo de la Vera;250.94736842105263
Cáceres;10158;Robledillo de Trujillo;250.94736842105263
Cáceres;10159;Robledollano;250.94736842105263
Cáceres;10160;Romangordo;250.94736842105263
Cáceres;10161;Ruanes;250.94736842105263
Cáceres;10162;Salorino;250.94736842105263
Cáceres;10163;Salvatierra de Santiago;250.94736842105263
Cáceres;10164;San Martín de Trevejo;250.94736842105263
Cáceres;10165;Santa Ana;250.94736842105263
Cáceres;10166;Santa Cruz de la Sierra;250.94736842105263
Cáceres;10167;Santa Cruz de Paniagua;250.94736842105263
Cáceres;10168;Santa Marta de Magasca;250.94736842105263
Cáceres;10169;Santiago de Alcántara;250.94736842105263
Cáceres;10170;Santiago del Campo;250.94736842105263
Cáceres;10171;Santibáñez el Alto;250.94736842105263
Cáceres;10172;Santibáñez el Bajo;250.94736842105263
Cáceres;10173;Saucedilla;250.94736842105263
Cáceres;10174;Segura de Toro;250.94736842105263
Cáceres;10175;Serradilla;250.94736842105263
Cáceres;10176;Serrejón;250.94736842105263
Cáceres;10177;Sierra de Fuentes;250.94736842105263
Cáceres;10178;Talaván;250.94736842105263
Cáceres;10179;Talaveruela de la Vera;250.94736842105263
Cáceres;10180;Talayuela;260.0
Cáceres;10181;Tejeda de Tiétar;250.94736842105263
Cáceres;10182;Toril;250.94736842105263
Cáceres;10183;Tornavacas;250.94736842105263
Cáceres;10184;Torno, El;250.94736842105263
Cáceres;10185;Torrecilla de los Ángeles;250.94736842105263
Cáceres;10186;Torrecillas de la Tiesa;250.94736842105263
Cáceres;10187;Torre de Don Miguel;250.94736842105263
Cáceres;10188;Torre de Santa María;250.94736842105263
Cáceres;10189;Torrejoncillo;250.94736842105263
Cáceres;10190;Torrejón el Rubio;250.94736842105263
Cáceres;10191;Torremenga;250.94736842105263
Cáceres;10192;Torremocha;250.94736842105263
Cáceres;10193;Torreorgaz;250.94736842105263
Cáceres;10194;Torrequemada;250.94736842105263
Cáceres;10195;Trujillo;320.0
Cáceres;10196;Valdastillas;250.94736842105263
Cáceres;10197;Valdecañas de Tajo;250.94736842105263
Cáceres;10198;Valdefuentes;250.94736842105263
Cáceres;10199;Valdehúncar;250.94736842105263
Cáceres;10200;Valdelacasa de Tajo;250.94736842105263
Cáceres;10201;Valdemorales;250.94736842105263
Cáceres;10202;Valdeobispo;250.94736842105263
Cáceres;10203;Valencia de Alcántara;219.0
Cáceres;10204;Valverde de la Vera;250.94736842105263
Cáceres;10205;Valverde del Fresno;250.94736842105263
Cáceres;10206;Viandar de la Vera;250.94736842105263
Cáceres;10207;Villa del Campo;250.94736842105263
Cáceres;10208;Villa del Rey;250.94736842105263
Cáceres;10209;Villamesías;250.94736842105263
Cáceres;10210;Villamiel;250.94736842105263
Cáceres;10211;Villanueva de la Sierra;250.94736842105263
Cáceres;10212;Villanueva de la Vera;231.0
Cáceres;10213;Villar del Pedroso;250.94736842105263
Cáceres;10214;Villar de Plasencia;250.94736842105263
Cáceres;10215;Villasbuenas de Gata;250.94736842105263
Cáceres;10216;Zarza de Granadilla;250.94736842105263
Cáceres;10217;Zarza de Montánchez;250.94736842105263
Cáceres;10218;Zarza la Mayor;250.94736842105263
Cáceres;10219;Zorita;250.94736842105263
Cáceres;10901;Rosalejo;250.94736842105263
Cáceres;10902;Vegaviana;250.94736842105263
Cáceres;10903;Alagón del Río;250.94736842105263
Cáceres;10904;Tiétar;250.94736842105263
Cáceres;10905;Pueblonuevo de Miramontes;250.94736842105263
Cádiz;11001;Alcalá de los Gazules;255.0
Cádiz;11002;Alcalá del Valle;362.1363636363636
Cádiz;11003;Algar;362.1363636363636
Cádiz;11004;Algeciras;406.0
Cádiz;11005;Algodonales;362.1363636363636
Cádiz;11006;Arcos de la Frontera;300.0
Cádiz;11007;Barbate;300.0
Cádiz;11008;Barrios, Los;400.0
Cádiz;11009;Benaocaz;362.1363636363636
Cádiz;11010;Bornos;362.1363636363636
Cádiz;11011;Bosque, El;362.1363636363636
Cádiz;11012;Cádiz;500.0
Cádiz;11013;Castellar de la Frontera;362.1363636363636
Cádiz;11014;Conil de la Frontera;350.0
Cádiz;11015;Chiclana de la Frontera;375.0
Cádiz;11016;Chipiona;380.0
Cádiz;11017;Espera;362.1363636363636
Cádiz;11018;Gastor, El;362.1363636363636
Cádiz;11019;Grazalema;362.1363636363636
Cádiz;11020;Jerez de la Frontera;400.0
Cádiz;11021;Jimena de la Frontera;362.1363636363636
Cádiz;11022;Línea de la Concepción, La;451.0
Cádiz;11023;Medina-Sidonia;275.0
Cádiz;11024;Olvera;362.1363636363636
Cádiz;11025;Paterna de Rivera;362.1363636363636
Cádiz;11026;Prado del Rey;362.1363636363636
Cádiz;11027;Puerto de Santa María, El;425.0
Cádiz;11028;Puerto Real;422.0
Cádiz;11029;Puerto Serrano;362.1363636363636
Cádiz;11030;Rota;375.0
Cádiz;11031;San Fernando;400.0
Cádiz;11032;Sanlúcar de Barrameda;352.0
Cádiz;11033;San Roque;400.0
Cádiz;11034;Setenil de las Bodegas;362.1363636363636
Cádiz;11035;Tarifa;450.0
Cádiz;11036;Torre Alháquime;362.1363636363636
Cádiz;11037;Trebujena;362.1363636363636
Cádiz;11038;Ubrique;250.0
Cádiz;11039;Vejer de la Frontera;261.0
Cádiz;11040;Villaluenga del Rosario;362.1363636363636
Cádiz;11041;Villamartín;240.0
Cádiz;11042;Zahara;362.1363636363636
Cádiz;11901;Benalup-Casas Viejas;362.1363636363636
Cádiz;11902;San José del Valle;362.1363636363636
Cádiz;11903;San Martín del Tesorillo;362.1363636363636
Castellón/Castelló;12001;Atzeneta del Maestrat;287.7105263157895
Castellón/Castelló;12002;Aín;287.7105263157895
Castellón/Castelló;12003;Albocàsser;287.7105263157895
Castellón/Castelló;12004;Alcalà de Xivert;300.0
Castellón/Castelló;12005;Alcora, l';260.0
Castellón/Castelló;12006;Alcudia de Veo;287.7105263157895
Castellón/Castelló;12007;Alfondeguilla;287.7105263157895
Castellón/Castelló;12008;Algimia de Almonacid;287.7105263157895
Castellón/Castelló;12009;Almazora/Almassora;330.0
Castellón/Castelló;12010;Almedíjar;287.7105263157895
Castellón/Castelló;12011;Almenara;307.0
Castellón/Castelló;12012;Altura;200.0
Castellón/Castelló;12013;Arañuel;287.7105263157895
Castellón/Castelló;12014;Ares del Maestrat;287.7105263157895
Castellón/Castelló;12015;Argelita;287.7105263157895
Castellón/Castelló;12016;Artana;287.7105263157895
Castellón/Castelló;12017;Ayódar;287.7105263157895
Castellón/Castelló;12018;Azuébar;287.7105263157895
Castellón/Castelló;12020;Barracas;287.7105263157895
Castellón/Castelló;12021;Betxí;300.0
Castellón/Castelló;12022;Bejís;287.7105263157895
Castellón/Castelló;12024;Benafer;287.7105263157895
Castellón/Castelló;12025;Benafigos;287.7105263157895
Castellón/Castelló;12026;Benasal;248.0
Castellón/Castelló;12027;Benicarló;300.0
Castellón/Castelló;12028;Benicasim/Benicàssim;400.0
Castellón/Castelló;12029;Benlloch;287.7105263157895
Castellón/Castelló;12031;Borriol;260.0
Castellón/Castelló;12032;Borriana/Burriana;324.0
Castellón/Castelló;12033;Cabanes;250.0
Castellón/Castelló;12034;Càlig;249.0
Castellón/Castelló;12036;Canet lo Roig;287.7105263157895
Castellón/Castelló;12037;Castell de Cabres;287.7105263157895
Castellón/Castelló;12038;Castellfort;287.7105263157895
Castellón/Castelló;12039;Castellnovo;287.7105263157895
Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana;360.0
Castellón/Castelló;12041;Castillo de Villamalefa;287.7105263157895
Castellón/Castelló;12042;Catí;287.7105263157895
Castellón/Castelló;12043;Caudiel;287.7105263157895
Castellón/Castelló;12044;Cervera del Maestre;287.7105263157895
Castellón/Castelló;12045;Cinctorres;287.7105263157895
Castellón/Castelló;12046;Cirat;287.7105263157895
Castellón/Castelló;12048;Cortes de Arenoso;287.7105263157895
Castellón/Castelló;12049;Costur;287.7105263157895
Castellón/Castelló;12050;Coves de Vinromà, les;250.0
Castellón/Castelló;12051;Culla;287.7105263157895
Castellón/Castelló;12052;Chert/Xert;287.7105263157895
Castellón/Castelló;12053;Chilches/Xilxes;307.0
Castellón/Castelló;12055;Chodos/Xodos;287.7105263157895
Castellón/Castelló;12056;Chóvar;287.7105263157895
Castellón/Castelló;12057;Eslida;287.7105263157895
Castellón/Castelló;12058;Espadilla;287.7105263157895
Castellón/Castelló;12059;Fanzara;287.7105263157895
Castellón/Castelló;12060;Figueroles;287.7105263157895
Castellón/Castelló;12061;Forcall;287.7105263157895
Castellón/Castelló;12063;Fuente la Reina;287.7105263157895
Castellón/Castelló;12064;Fuentes de Ayódar;287.7105263157895
Castellón/Castelló;12065;Gaibiel;287.7105263157895
Castellón/Castelló;12067;Geldo;287.7105263157895
Castellón/Castelló;12068;Herbés;287.7105263157895
Castellón/Castelló;12069;Higueras;287.7105263157895
Castellón/Castelló;12070;Jana, la;287.7105263157895
Castellón/Castelló;12071;Jérica;249.0
Castellón/Castelló;12072;Lucena del Cid;270.0
Castellón/Castelló;12073;Ludiente;287.7105263157895
Castellón/Castelló;12074;Llosa, la;287.7105263157895
Castellón/Castelló;12075;Mata de Morella, la;287.7105263157895
Castellón/Castelló;12076;Matet;287.7105263157895
Castellón/Castelló;12077;Moncofa;333.0
Castellón/Castelló;12078;Montán;287.7105263157895
Castellón/Castelló;12079;Montanejos;287.7105263157895
Castellón/Castelló;12080;Morella;300.0
Castellón/Castelló;12081;Navajas;240.0
Castellón/Castelló;12082;Nules;270.0
Castellón/Castelló;12083;Olocau del Rey;287.7105263157895
Castellón/Castelló;12084;Onda;300.0
Castellón/Castelló;12085;Oropesa del Mar/Orpesa;314.0
Castellón/Castelló;12087;Palanques;287.7105263157895
Castellón/Castelló;12088;Pavías;287.7105263157895
Castellón/Castelló;12089;Peníscola/Peñíscola;350.0
Castellón/Castelló;12090;Pina de Montalgrao;287.7105263157895
Castellón/Castelló;12091;Portell de Morella;287.7105263157895
Castellón/Castelló;12092;Puebla de Arenoso;287.7105263157895
Castellón/Castelló;12093;Pobla de Benifassà, la;287.7105263157895
Castellón/Castelló;12094;Pobla Tornesa, la;287.7105263157895
Castellón/Castelló;12095;Ribesalbes;287.7105263157895
Castellón/Castelló;12096;Rossell;287.7105263157895
Castellón/Castelló;12097;Sacañet;287.7105263157895
Castellón/Castelló;12098;Salzadella, la;287.7105263157895
Castellón/Castelló;12099;Sant Jordi/San Jorge;300.0
Castellón/Castelló;12100;Sant Mateu;251.0
Castellón/Castelló;12101;San Rafael del Río;287.7105263157895
Castellón/Castelló;12102;Santa Magdalena de Pulpis;287.7105263157895
Castellón/Castelló;12103;Sarratella;287.7105263157895
Castellón/Castelló;12104;Segorbe;290.0
Castellón/Castelló;12105;Sierra Engarcerán;287.7105263157895
Castellón/Castelló;12106;Soneja;250.0
Castellón/Castelló;12107;Sot de Ferrer;287.7105263157895
Castellón/Castelló;12108;Sueras/Suera;287.7105263157895
Castellón/Castelló;12109;Tales;287.7105263157895
Castellón/Castelló;12110;Teresa;287.7105263157895
Castellón/Castelló;12111;Tírig;287.7105263157895
Castellón/Castelló;12112;Todolella;287.7105263157895
Castellón/Castelló;12113;Toga;287.7105263157895
Castellón/Castelló;12114;Torás;287.7105263157895
Castellón/Castelló;12115;Toro, El;287.7105263157895
Castellón/Castelló;12116;Torralba del Pinar;287.7105263157895
Castellón/Castelló;12117;Torreblanca;295.0
Castellón/Castelló;12118;Torrechiva;287.7105263157895
Castellón/Castelló;12119;Torre d'En Besora, la;287.7105263157895
Castellón/Castelló;12120;Torre d'en Doménec, la;287.7105263157895
Castellón/Castelló;12121;Traiguera;287.7105263157895
Castellón/Castelló;12122;Useras/Useres, les;287.7105263157895
Castellón/Castelló;12123;Vallat;287.7105263157895
Castellón/Castelló;12124;Vall d'Alba;300.0
Castellón/Castelló;12125;Vall de Almonacid;287.7105263157895
Castellón/Castelló;12126;Vall d'Uixó, la;302.0
Castellón/Castelló;12127;Vallibona;287.7105263157895
Castellón/Castelló;12128;Vilafamés;300.0
Castellón/Castelló;12129;Villafranca del Cid/Vilafranca;287.7105263157895
Castellón/Castelló;12130;Villahermosa del Río;287.7105263157895
Castellón/Castelló;12131;Villamalur;287.7105263157895
Castellón/Castelló;12132;Vilanova d'Alcolea;287.7105263157895
Castellón/Castelló;12133;Villanueva de Viver;287.7105263157895
Castellón/Castelló;12134;Vilar de Canes;287.7105263157895
Castellón/Castelló;12135;Vila-real;350.0
Castellón/Castelló;12136;Vilavella, la;287.7105263157895
Castellón/Castelló;12137;Villores;287.7105263157895
Castellón/Castelló;12138;Vinaròs;349.0
Castellón/Castelló;12139;Vistabella del Maestrazgo;287.7105263157895
Castellón/Castelló;12140;Viver;163.0
Castellón/Castelló;12141;Zorita del Maestrazgo;287.7105263157895
Castellón/Castelló;12142;Zucaina;287.7105263157895
Castellón/Castelló;12901;Alquerías del Niño Perdido;304.0
Castellón/Castelló;12902;Sant Joan de Moró;208.0
Ciudad Real;13001;Abenójar;303.0869565217391
Ciudad Real;13002;Agudo;303.0869565217391
Ciudad Real;13003;Alamillo;303.0869565217391
Ciudad Real;13004;Albaladejo;303.0869565217391
Ciudad Real;13005;Alcázar de San Juan;360.0
Ciudad Real;13006;Alcoba;303.0869565217391
Ciudad Real;13007;Alcolea de Calatrava;303.0869565217391
Ciudad Real;13008;Alcubillas;303.0869565217391
Ciudad Real;13009;Aldea del Rey;303.0869565217391
Ciudad Real;13010;Alhambra;303.0869565217391
Ciudad Real;13011;Almadén;280.0
Ciudad Real;13012;Almadenejos;303.0869565217391
Ciudad Real;13013;Almagro;300.0
Ciudad Real;13014;Almedina;303.0869565217391
Ciudad Real;13015;Almodóvar del Campo;303.0869565217391
Ciudad Real;13016;Almuradiel;303.0869565217391
Ciudad Real;13017;Anchuras;303.0869565217391
Ciudad Real;13018;Arenas de San Juan;303.0869565217391
Ciudad Real;13019;Argamasilla de Alba;257.0
Ciudad Real;13020;Argamasilla de Calatrava;329.0
Ciudad Real;13021;Arroba de los Montes;303.0869565217391
Ciudad Real;13022;Ballesteros de Calatrava;303.0869565217391
Ciudad Real;13023;Bolaños de Calatrava;273.0
Ciudad Real;13024;Brazatortas;303.0869565217391
Ciudad Real;13025;Cabezarados;303.0869565217391
Ciudad Real;13026;Cabezarrubias del Puerto;303.0869565217391
Ciudad Real;13027;Calzada de Calatrava;303.0869565217391
Ciudad Real;13028;Campo de Criptana;300.0
Ciudad Real;13029;Cañada de Calatrava;303.0869565217391
Ciudad Real;13030;Caracuel de Calatrava;303.0869565217391
Ciudad Real;13031;Carrión de Calatrava;303.0869565217391
Ciudad Real;13032;Carrizosa;303.0869565217391
Ciudad Real;13033;Castellar de Santiago;303.0869565217391
Ciudad Real;13034;Ciudad Real;399.0
Ciudad Real;13035;Corral de Calatrava;303.0869565217391
Ciudad Real;13036;Cortijos, Los;303.0869565217391
Ciudad Real;13037;Cózar;303.0869565217391
Ciudad Real;13038;Chillón;303.0869565217391
Ciudad Real;13039;Daimiel;300.0
Ciudad Real;13040;Fernán Caballero;303.0869565217391
Ciudad Real;13041;Fontanarejo;303.0869565217391
Ciudad Real;13042;Fuencaliente;303.0869565217391
Ciudad Real;13043;Fuenllana;303.0869565217391
Ciudad Real;13044;Fuente el Fresno;303.0869565217391
Ciudad Real;13045;Granátula de Calatrava;303.0869565217391
Ciudad Real;13046;Guadalmez;303.0869565217391
Ciudad Real;13047;Herencia;300.0
Ciudad Real;13048;Hinojosas de Calatrava;303.0869565217391
Ciudad Real;13049;Horcajo de los Montes;303.0869565217391
Ciudad Real;13050;Labores, Las;303.0869565217391
Ciudad Real;13051;Luciana;303.0869565217391
Ciudad Real;13052;Malagón;280.0
Ciudad Real;13053;Manzanares;325.0
Ciudad Real;13054;Membrilla;303.0869565217391
Ciudad Real;13055;Mestanza;303.0869565217391
Ciudad Real;13056;Miguelturra;325.0
Ciudad Real;13057;Montiel;303.0869565217391
Ciudad Real;13058;Moral de Calatrava;303.0869565217391
Ciudad Real;13059;Navalpino;303.0869565217391
Ciudad Real;13060;Navas de Estena;303.0869565217391
Ciudad Real;13061;Pedro Muñoz;248.0
Ciudad Real;13062;Picón;303.0869565217391
Ciudad Real;13063;Piedrabuena;307.0
Ciudad Real;13064;Poblete;334.0
Ciudad Real;13065;Porzuna;303.0869565217391
Ciudad Real;13066;Pozuelo de Calatrava;303.0869565217391
Ciudad Real;13067;Pozuelos de Calatrava, Los;303.0869565217391
Ciudad Real;13068;Puebla de Don Rodrigo;303.0869565217391
Ciudad Real;13069;Puebla del Príncipe;303.0869565217391
Ciudad Real;13070;Puerto Lápice;303.0869565217391
Ciudad Real;13071;Puertollano;400.0
Ciudad Real;13072;Retuerta del Bullaque;303.0869565217391
Ciudad Real;13073;Saceruela;303.0869565217391
Ciudad Real;13074;San Carlos del Valle;303.0869565217391
Ciudad Real;13075;San Lorenzo de Calatrava;303.0869565217391
Ciudad Real;13076;Santa Cruz de los Cáñamos;303.0869565217391
Ciudad Real;13077;Santa Cruz de Mudela;250.0
Ciudad Real;13078;Socuéllamos;279.0
Ciudad Real;13079;Solana, La;255.0
Ciudad Real;13080;Solana del Pino;303.0869565217391
Ciudad Real;13081;Terrinches;303.0869565217391
Ciudad Real;13082;Tomelloso;300.0
Ciudad Real;13083;Torralba de Calatrava;303.0869565217391
Ciudad Real;13084;Torre de Juan Abad;303.0869565217391
