Municipios;Periodo;Total;Nombre_Municipio
05153 Nava del Barco;2019;4.0;Nava del Barco
05153 Nava del Barco;2018;4.0;Nava del Barco
05153 Nava del Barco;2017;4.0;Nava del Barco
05153 Nava del Barco;2016;4.0;Nava del Barco
05153 Nava del Barco;2015;4.0;Nava del Barco
05153 Nava del Barco;2014;4.0;Nava del Barco
05153 Nava del Barco;2013;4.0;Nava del Barco
05153 Nava del Barco;2012;4.0;Nava del Barco
05154 Navadijos;2024;;Navadijos
05154 Navadijos;2023;;Navadijos
05154 Navadijos;2022;;Navadijos
05154 Navadijos;2021;;Navadijos
05154 Navadijos;2020;;Navadijos
05154 Navadijos;2019;;Navadijos
05154 Navadijos;2018;;Navadijos
05154 Navadijos;2017;;Navadijos
05154 Navadijos;2016;;Navadijos
05154 Navadijos;2015;;Navadijos
05154 Navadijos;2014;;Navadijos
05154 Navadijos;2013;;Navadijos
05154 Navadijos;2012;;Navadijos
05155 Navaescurial;2024;;Navaescurial
05155 Navaescurial;2023;;Navaescurial
05155 Navaescurial;2022;;Navaescurial
05155 Navaescurial;2021;;Navaescurial
05155 Navaescurial;2020;;Navaescurial
05155 Navaescurial;2019;;Navaescurial
05155 Navaescurial;2018;;Navaescurial
05155 Navaescurial;2017;;Navaescurial
05155 Navaescurial;2016;;Navaescurial
05155 Navaescurial;2015;;Navaescurial
05155 Navaescurial;2014;;Navaescurial
05155 Navaescurial;2013;;Navaescurial
05155 Navaescurial;2012;;Navaescurial
05156 Navahondilla;2024;17.0;Navahondilla
05156 Navahondilla;2023;14.0;Navahondilla
05156 Navahondilla;2022;16.0;Navahondilla
05156 Navahondilla;2021;12.0;Navahondilla
05156 Navahondilla;2020;13.0;Navahondilla
05156 Navahondilla;2019;14.0;Navahondilla
05156 Navahondilla;2018;16.0;Navahondilla
05156 Navahondilla;2017;17.0;Navahondilla
05156 Navahondilla;2016;15.0;Navahondilla
05156 Navahondilla;2015;12.0;Navahondilla
05156 Navahondilla;2014;15.0;Navahondilla
05156 Navahondilla;2013;13.0;Navahondilla
05156 Navahondilla;2012;14.0;Navahondilla
05157 Navalacruz;2024;;Navalacruz
05157 Navalacruz;2023;;Navalacruz
05157 Navalacruz;2022;;Navalacruz
05157 Navalacruz;2021;;Navalacruz
05157 Navalacruz;2020;;Navalacruz
05157 Navalacruz;2019;;Navalacruz
05157 Navalacruz;2018;;Navalacruz
05157 Navalacruz;2017;;Navalacruz
05157 Navalacruz;2016;;Navalacruz
05157 Navalacruz;2015;;Navalacruz
05157 Navalacruz;2014;;Navalacruz
05157 Navalacruz;2013;;Navalacruz
05157 Navalacruz;2012;;Navalacruz
05158 Navalmoral;2024;24.0;Navalmoral
05158 Navalmoral;2023;24.0;Navalmoral
05158 Navalmoral;2022;26.0;Navalmoral
05158 Navalmoral;2021;27.0;Navalmoral
05158 Navalmoral;2020;24.0;Navalmoral
05158 Navalmoral;2019;23.0;Navalmoral
05158 Navalmoral;2018;23.0;Navalmoral
05158 Navalmoral;2017;24.0;Navalmoral
05158 Navalmoral;2016;25.0;Navalmoral
05158 Navalmoral;2015;27.0;Navalmoral
05158 Navalmoral;2014;25.0;Navalmoral
05158 Navalmoral;2013;29.0;Navalmoral
05158 Navalmoral;2012;31.0;Navalmoral
05159 Navalonguilla;2024;8.0;Navalonguilla
05159 Navalonguilla;2023;7.0;Navalonguilla
05159 Navalonguilla;2022;9.0;Navalonguilla
05159 Navalonguilla;2021;9.0;Navalonguilla
05159 Navalonguilla;2020;12.0;Navalonguilla
05159 Navalonguilla;2019;13.0;Navalonguilla
05159 Navalonguilla;2018;12.0;Navalonguilla
05159 Navalonguilla;2017;12.0;Navalonguilla
05159 Navalonguilla;2016;11.0;Navalonguilla
05159 Navalonguilla;2015;8.0;Navalonguilla
05159 Navalonguilla;2014;9.0;Navalonguilla
05159 Navalonguilla;2013;12.0;Navalonguilla
05159 Navalonguilla;2012;12.0;Navalonguilla
05160 Navalosa;2024;15.0;Navalosa
05160 Navalosa;2023;18.0;Navalosa
05160 Navalosa;2022;16.0;Navalosa
05160 Navalosa;2021;15.0;Navalosa
05160 Navalosa;2020;15.0;Navalosa
05160 Navalosa;2019;18.0;Navalosa
05160 Navalosa;2018;17.0;Navalosa
05160 Navalosa;2017;17.0;Navalosa
05160 Navalosa;2016;16.0;Navalosa
05160 Navalosa;2015;17.0;Navalosa
05160 Navalosa;2014;16.0;Navalosa
05160 Navalosa;2013;18.0;Navalosa
05160 Navalosa;2012;18.0;Navalosa
05161 Navalperal de Pinares;2024;44.0;Navalperal de Pinares
05161 Navalperal de Pinares;2023;45.0;Navalperal de Pinares
05161 Navalperal de Pinares;2022;46.0;Navalperal de Pinares
05161 Navalperal de Pinares;2021;42.0;Navalperal de Pinares
05161 Navalperal de Pinares;2020;40.0;Navalperal de Pinares
05161 Navalperal de Pinares;2019;42.0;Navalperal de Pinares
05161 Navalperal de Pinares;2018;41.0;Navalperal de Pinares
05161 Navalperal de Pinares;2017;39.0;Navalperal de Pinares
05161 Navalperal de Pinares;2016;39.0;Navalperal de Pinares
05161 Navalperal de Pinares;2015;38.0;Navalperal de Pinares
05161 Navalperal de Pinares;2014;47.0;Navalperal de Pinares
05161 Navalperal de Pinares;2013;49.0;Navalperal de Pinares
05161 Navalperal de Pinares;2012;57.0;Navalperal de Pinares
05162 Navalperal de Tormes;2024;4.0;Navalperal de Tormes
05162 Navalperal de Tormes;2023;4.0;Navalperal de Tormes
05162 Navalperal de Tormes;2022;4.0;Navalperal de Tormes
05162 Navalperal de Tormes;2021;4.0;Navalperal de Tormes
05162 Navalperal de Tormes;2020;5.0;Navalperal de Tormes
05162 Navalperal de Tormes;2019;5.0;Navalperal de Tormes
05162 Navalperal de Tormes;2018;5.0;Navalperal de Tormes
05162 Navalperal de Tormes;2017;6.0;Navalperal de Tormes
05162 Navalperal de Tormes;2016;6.0;Navalperal de Tormes
05162 Navalperal de Tormes;2015;6.0;Navalperal de Tormes
05162 Navalperal de Tormes;2014;7.0;Navalperal de Tormes
05162 Navalperal de Tormes;2013;7.0;Navalperal de Tormes
05162 Navalperal de Tormes;2012;6.0;Navalperal de Tormes
05163 Navaluenga;2024;162.0;Navaluenga
05163 Navaluenga;2023;170.0;Navaluenga
05163 Navaluenga;2022;176.0;Navaluenga
05163 Navaluenga;2021;176.0;Navaluenga
05163 Navaluenga;2020;176.0;Navaluenga
05163 Navaluenga;2019;164.0;Navaluenga
05163 Navaluenga;2018;155.0;Navaluenga
05163 Navaluenga;2017;162.0;Navaluenga
05163 Navaluenga;2016;176.0;Navaluenga
05163 Navaluenga;2015;166.0;Navaluenga
05163 Navaluenga;2014;162.0;Navaluenga
05163 Navaluenga;2013;168.0;Navaluenga
05163 Navaluenga;2012;170.0;Navaluenga
05164 Navaquesera;2024;;Navaquesera
05164 Navaquesera;2023;;Navaquesera
05164 Navaquesera;2022;;Navaquesera
05164 Navaquesera;2021;;Navaquesera
05164 Navaquesera;2020;;Navaquesera
05164 Navaquesera;2019;;Navaquesera
05164 Navaquesera;2018;;Navaquesera
05164 Navaquesera;2017;;Navaquesera
05164 Navaquesera;2016;;Navaquesera
05164 Navaquesera;2015;;Navaquesera
05164 Navaquesera;2014;;Navaquesera
05164 Navaquesera;2013;;Navaquesera
05164 Navaquesera;2012;;Navaquesera
05165 Navarredonda de Gredos;2024;39.0;Navarredonda de Gredos
05165 Navarredonda de Gredos;2023;42.0;Navarredonda de Gredos
05165 Navarredonda de Gredos;2022;38.0;Navarredonda de Gredos
05165 Navarredonda de Gredos;2021;35.0;Navarredonda de Gredos
05165 Navarredonda de Gredos;2020;38.0;Navarredonda de Gredos
05165 Navarredonda de Gredos;2019;37.0;Navarredonda de Gredos
05165 Navarredonda de Gredos;2018;43.0;Navarredonda de Gredos
05165 Navarredonda de Gredos;2017;46.0;Navarredonda de Gredos
05165 Navarredonda de Gredos;2016;45.0;Navarredonda de Gredos
05165 Navarredonda de Gredos;2015;43.0;Navarredonda de Gredos
05165 Navarredonda de Gredos;2014;44.0;Navarredonda de Gredos
05165 Navarredonda de Gredos;2013;41.0;Navarredonda de Gredos
05165 Navarredonda de Gredos;2012;44.0;Navarredonda de Gredos
05166 Navarredondilla;2024;12.0;Navarredondilla
05166 Navarredondilla;2023;13.0;Navarredondilla
05166 Navarredondilla;2022;13.0;Navarredondilla
05166 Navarredondilla;2021;12.0;Navarredondilla
05166 Navarredondilla;2020;11.0;Navarredondilla
05166 Navarredondilla;2019;12.0;Navarredondilla
05166 Navarredondilla;2018;12.0;Navarredondilla
05166 Navarredondilla;2017;14.0;Navarredondilla
05166 Navarredondilla;2016;18.0;Navarredondilla
05166 Navarredondilla;2015;17.0;Navarredondilla
05166 Navarredondilla;2014;17.0;Navarredondilla
05166 Navarredondilla;2013;20.0;Navarredondilla
05166 Navarredondilla;2012;18.0;Navarredondilla
05167 Navarrevisca;2024;11.0;Navarrevisca
05167 Navarrevisca;2023;12.0;Navarrevisca
05167 Navarrevisca;2022;14.0;Navarrevisca
05167 Navarrevisca;2021;11.0;Navarrevisca
05167 Navarrevisca;2020;11.0;Navarrevisca
05167 Navarrevisca;2019;13.0;Navarrevisca
05167 Navarrevisca;2018;13.0;Navarrevisca
05167 Navarrevisca;2017;12.0;Navarrevisca
05167 Navarrevisca;2016;10.0;Navarrevisca
05167 Navarrevisca;2015;12.0;Navarrevisca
05167 Navarrevisca;2014;12.0;Navarrevisca
05167 Navarrevisca;2013;14.0;Navarrevisca
05167 Navarrevisca;2012;15.0;Navarrevisca
05168 Navas del Marqués, Las;2024;363.0;Navas del Marqués, Las
05168 Navas del Marqués, Las;2023;356.0;Navas del Marqués, Las
05168 Navas del Marqués, Las;2022;387.0;Navas del Marqués, Las
05168 Navas del Marqués, Las;2021;386.0;Navas del Marqués, Las
05168 Navas del Marqués, Las;2020;391.0;Navas del Marqués, Las
05168 Navas del Marqués, Las;2019;387.0;Navas del Marqués, Las
05168 Navas del Marqués, Las;2018;386.0;Navas del Marqués, Las
05168 Navas del Marqués, Las;2017;385.0;Navas del Marqués, Las
05168 Navas del Marqués, Las;2016;370.0;Navas del Marqués, Las
05168 Navas del Marqués, Las;2015;389.0;Navas del Marqués, Las
05168 Navas del Marqués, Las;2014;380.0;Navas del Marqués, Las
05168 Navas del Marqués, Las;2013;383.0;Navas del Marqués, Las
05168 Navas del Marqués, Las;2012;409.0;Navas del Marqués, Las
05169 Navatalgordo;2024;7.0;Navatalgordo
05169 Navatalgordo;2023;10.0;Navatalgordo
05169 Navatalgordo;2022;8.0;Navatalgordo
05169 Navatalgordo;2021;9.0;Navatalgordo
05169 Navatalgordo;2020;10.0;Navatalgordo
05169 Navatalgordo;2019;10.0;Navatalgordo
05169 Navatalgordo;2018;11.0;Navatalgordo
05169 Navatalgordo;2017;12.0;Navatalgordo
05169 Navatalgordo;2016;11.0;Navatalgordo
05169 Navatalgordo;2015;12.0;Navatalgordo
05169 Navatalgordo;2014;12.0;Navatalgordo
05169 Navatalgordo;2013;15.0;Navatalgordo
05169 Navatalgordo;2012;16.0;Navatalgordo
05170 Navatejares;2024;4.0;Navatejares
05170 Navatejares;2023;4.0;Navatejares
05170 Navatejares;2022;4.0;Navatejares
05170 Navatejares;2021;4.0;Navatejares
05170 Navatejares;2020;4.0;Navatejares
05170 Navatejares;2019;4.0;Navatejares
05170 Navatejares;2018;4.0;Navatejares
05170 Navatejares;2017;4.0;Navatejares
05170 Navatejares;2016;4.0;Navatejares
05170 Navatejares;2015;4.0;Navatejares
05170 Navatejares;2014;4.0;Navatejares
05170 Navatejares;2013;4.0;Navatejares
05170 Navatejares;2012;4.0;Navatejares
05171 Neila de San Miguel;2024;;Neila de San Miguel
05171 Neila de San Miguel;2023;;Neila de San Miguel
05171 Neila de San Miguel;2022;;Neila de San Miguel
05171 Neila de San Miguel;2021;;Neila de San Miguel
05171 Neila de San Miguel;2020;;Neila de San Miguel
05171 Neila de San Miguel;2019;;Neila de San Miguel
05171 Neila de San Miguel;2018;;Neila de San Miguel
05171 Neila de San Miguel;2017;;Neila de San Miguel
05171 Neila de San Miguel;2016;;Neila de San Miguel
05171 Neila de San Miguel;2015;;Neila de San Miguel
05171 Neila de San Miguel;2014;;Neila de San Miguel
05171 Neila de San Miguel;2013;;Neila de San Miguel
05171 Neila de San Miguel;2012;;Neila de San Miguel
05172 Niharra;2024;5.0;Niharra
05172 Niharra;2023;5.0;Niharra
05172 Niharra;2022;7.0;Niharra
05172 Niharra;2021;6.0;Niharra
05172 Niharra;2020;6.0;Niharra
05172 Niharra;2019;5.0;Niharra
05172 Niharra;2018;6.0;Niharra
05172 Niharra;2017;6.0;Niharra
05172 Niharra;2016;6.0;Niharra
05172 Niharra;2015;6.0;Niharra
05172 Niharra;2014;6.0;Niharra
05172 Niharra;2013;7.0;Niharra
05172 Niharra;2012;7.0;Niharra
05173 Ojos-Albos;2024;5.0;Ojos-Albos
05173 Ojos-Albos;2023;5.0;Ojos-Albos
05173 Ojos-Albos;2022;5.0;Ojos-Albos
05173 Ojos-Albos;2021;4.0;Ojos-Albos
05173 Ojos-Albos;2020;4.0;Ojos-Albos
05173 Ojos-Albos;2019;4.0;Ojos-Albos
05173 Ojos-Albos;2018;4.0;Ojos-Albos
05173 Ojos-Albos;2017;4.0;Ojos-Albos
05173 Ojos-Albos;2016;4.0;Ojos-Albos
05173 Ojos-Albos;2015;4.0;Ojos-Albos
05173 Ojos-Albos;2014;4.0;Ojos-Albos
05173 Ojos-Albos;2013;4.0;Ojos-Albos
05173 Ojos-Albos;2012;4.0;Ojos-Albos
05174 Orbita;2024;;Orbita
05174 Orbita;2023;;Orbita
05174 Orbita;2022;;Orbita
05174 Orbita;2021;;Orbita
05174 Orbita;2020;;Orbita
05174 Orbita;2019;;Orbita
05174 Orbita;2018;;Orbita
05174 Orbita;2017;;Orbita
05174 Orbita;2016;;Orbita
05174 Orbita;2015;;Orbita
05174 Orbita;2014;;Orbita
05174 Orbita;2013;;Orbita
05174 Orbita;2012;;Orbita
05175 Oso, El;2024;8.0;Oso, El
05175 Oso, El;2023;8.0;Oso, El
05175 Oso, El;2022;8.0;Oso, El
05175 Oso, El;2021;8.0;Oso, El
05175 Oso, El;2020;9.0;Oso, El
05175 Oso, El;2019;11.0;Oso, El
05175 Oso, El;2018;9.0;Oso, El
05175 Oso, El;2017;8.0;Oso, El
05175 Oso, El;2016;6.0;Oso, El
05175 Oso, El;2015;8.0;Oso, El
05175 Oso, El;2014;10.0;Oso, El
05175 Oso, El;2013;9.0;Oso, El
05175 Oso, El;2012;11.0;Oso, El
05176 Padiernos;2024;18.0;Padiernos
05176 Padiernos;2023;17.0;Padiernos
05176 Padiernos;2022;15.0;Padiernos
05176 Padiernos;2021;15.0;Padiernos
05176 Padiernos;2020;13.0;Padiernos
05176 Padiernos;2019;14.0;Padiernos
05176 Padiernos;2018;13.0;Padiernos
05176 Padiernos;2017;12.0;Padiernos
05176 Padiernos;2016;14.0;Padiernos
05176 Padiernos;2015;14.0;Padiernos
05176 Padiernos;2014;14.0;Padiernos
05176 Padiernos;2013;14.0;Padiernos
05176 Padiernos;2012;14.0;Padiernos
05177 Pajares de Adaja;2024;8.0;Pajares de Adaja
05177 Pajares de Adaja;2023;8.0;Pajares de Adaja
05177 Pajares de Adaja;2022;9.0;Pajares de Adaja
05177 Pajares de Adaja;2021;10.0;Pajares de Adaja
05177 Pajares de Adaja;2020;11.0;Pajares de Adaja
05177 Pajares de Adaja;2019;11.0;Pajares de Adaja
05177 Pajares de Adaja;2018;12.0;Pajares de Adaja
05177 Pajares de Adaja;2017;12.0;Pajares de Adaja
05177 Pajares de Adaja;2016;11.0;Pajares de Adaja
05177 Pajares de Adaja;2015;11.0;Pajares de Adaja
05177 Pajares de Adaja;2014;12.0;Pajares de Adaja
05177 Pajares de Adaja;2013;13.0;Pajares de Adaja
05177 Pajares de Adaja;2012;13.0;Pajares de Adaja
05178 Palacios de Goda;2024;24.0;Palacios de Goda
05178 Palacios de Goda;2023;20.0;Palacios de Goda
05178 Palacios de Goda;2022;21.0;Palacios de Goda
05178 Palacios de Goda;2021;20.0;Palacios de Goda
05178 Palacios de Goda;2020;20.0;Palacios de Goda
05178 Palacios de Goda;2019;21.0;Palacios de Goda
05178 Palacios de Goda;2018;23.0;Palacios de Goda
05178 Palacios de Goda;2017;21.0;Palacios de Goda
05178 Palacios de Goda;2016;18.0;Palacios de Goda
05178 Palacios de Goda;2015;18.0;Palacios de Goda
05178 Palacios de Goda;2014;17.0;Palacios de Goda
05178 Palacios de Goda;2013;16.0;Palacios de Goda
05178 Palacios de Goda;2012;19.0;Palacios de Goda
05179 Papatrigo;2024;11.0;Papatrigo
05179 Papatrigo;2023;11.0;Papatrigo
05179 Papatrigo;2022;11.0;Papatrigo
05179 Papatrigo;2021;12.0;Papatrigo
05179 Papatrigo;2020;12.0;Papatrigo
05179 Papatrigo;2019;13.0;Papatrigo
05179 Papatrigo;2018;13.0;Papatrigo
05179 Papatrigo;2017;14.0;Papatrigo
05179 Papatrigo;2016;15.0;Papatrigo
05179 Papatrigo;2015;13.0;Papatrigo
05179 Papatrigo;2014;14.0;Papatrigo
05179 Papatrigo;2013;14.0;Papatrigo
05179 Papatrigo;2012;15.0;Papatrigo
05180 Parral, El;2024;;Parral, El
05180 Parral, El;2023;;Parral, El
05180 Parral, El;2022;;Parral, El
05180 Parral, El;2021;;Parral, El
05180 Parral, El;2020;;Parral, El
05180 Parral, El;2019;;Parral, El
05180 Parral, El;2018;;Parral, El
05180 Parral, El;2017;;Parral, El
05180 Parral, El;2016;;Parral, El
05180 Parral, El;2015;;Parral, El
05180 Parral, El;2014;;Parral, El
05180 Parral, El;2013;;Parral, El
05180 Parral, El;2012;;Parral, El
05181 Pascualcobo;2024;;Pascualcobo
05181 Pascualcobo;2023;;Pascualcobo
05181 Pascualcobo;2022;;Pascualcobo
05181 Pascualcobo;2021;;Pascualcobo
05181 Pascualcobo;2020;;Pascualcobo
05181 Pascualcobo;2019;;Pascualcobo
05181 Pascualcobo;2018;;Pascualcobo
05181 Pascualcobo;2017;;Pascualcobo
05181 Pascualcobo;2016;;Pascualcobo
05181 Pascualcobo;2015;;Pascualcobo
05181 Pascualcobo;2014;;Pascualcobo
05181 Pascualcobo;2013;;Pascualcobo
05181 Pascualcobo;2012;;Pascualcobo
05182 Pedro Bernardo;2024;53.0;Pedro Bernardo
05182 Pedro Bernardo;2023;52.0;Pedro Bernardo
05182 Pedro Bernardo;2022;53.0;Pedro Bernardo
05182 Pedro Bernardo;2021;54.0;Pedro Bernardo
05182 Pedro Bernardo;2020;58.0;Pedro Bernardo
05182 Pedro Bernardo;2019;60.0;Pedro Bernardo
05182 Pedro Bernardo;2018;61.0;Pedro Bernardo
05182 Pedro Bernardo;2017;59.0;Pedro Bernardo
05182 Pedro Bernardo;2016;58.0;Pedro Bernardo
05182 Pedro Bernardo;2015;61.0;Pedro Bernardo
05182 Pedro Bernardo;2014;69.0;Pedro Bernardo
05182 Pedro Bernardo;2013;66.0;Pedro Bernardo
05182 Pedro Bernardo;2012;74.0;Pedro Bernardo
05183 Pedro-Rodríguez;2024;5.0;Pedro-Rodríguez
05183 Pedro-Rodríguez;2023;5.0;Pedro-Rodríguez
05183 Pedro-Rodríguez;2022;6.0;Pedro-Rodríguez
05183 Pedro-Rodríguez;2021;6.0;Pedro-Rodríguez
05183 Pedro-Rodríguez;2020;7.0;Pedro-Rodríguez
05183 Pedro-Rodríguez;2019;8.0;Pedro-Rodríguez
05183 Pedro-Rodríguez;2018;8.0;Pedro-Rodríguez
05183 Pedro-Rodríguez;2017;6.0;Pedro-Rodríguez
05183 Pedro-Rodríguez;2016;5.0;Pedro-Rodríguez
05183 Pedro-Rodríguez;2015;5.0;Pedro-Rodríguez
05183 Pedro-Rodríguez;2014;5.0;Pedro-Rodríguez
05183 Pedro-Rodríguez;2013;5.0;Pedro-Rodríguez
05183 Pedro-Rodríguez;2012;6.0;Pedro-Rodríguez
05184 Peguerinos;2024;17.0;Peguerinos
05184 Peguerinos;2023;16.0;Peguerinos
05184 Peguerinos;2022;13.0;Peguerinos
05184 Peguerinos;2021;12.0;Peguerinos
05184 Peguerinos;2020;15.0;Peguerinos
05184 Peguerinos;2019;15.0;Peguerinos
05184 Peguerinos;2018;19.0;Peguerinos
05184 Peguerinos;2017;17.0;Peguerinos
05184 Peguerinos;2016;17.0;Peguerinos
05184 Peguerinos;2015;19.0;Peguerinos
05184 Peguerinos;2014;20.0;Peguerinos
05184 Peguerinos;2013;21.0;Peguerinos
05184 Peguerinos;2012;21.0;Peguerinos
05185 Peñalba de Ávila;2024;;Peñalba de Ávila
05185 Peñalba de Ávila;2023;;Peñalba de Ávila
05185 Peñalba de Ávila;2022;;Peñalba de Ávila
05185 Peñalba de Ávila;2021;;Peñalba de Ávila
05185 Peñalba de Ávila;2020;;Peñalba de Ávila
05185 Peñalba de Ávila;2019;;Peñalba de Ávila
05185 Peñalba de Ávila;2018;;Peñalba de Ávila
05185 Peñalba de Ávila;2017;;Peñalba de Ávila
05185 Peñalba de Ávila;2016;;Peñalba de Ávila
05185 Peñalba de Ávila;2015;;Peñalba de Ávila
05185 Peñalba de Ávila;2014;;Peñalba de Ávila
05185 Peñalba de Ávila;2013;;Peñalba de Ávila
05185 Peñalba de Ávila;2012;;Peñalba de Ávila
05186 Piedrahíta;2024;150.0;Piedrahíta
05186 Piedrahíta;2023;159.0;Piedrahíta
05186 Piedrahíta;2022;170.0;Piedrahíta
05186 Piedrahíta;2021;164.0;Piedrahíta
05186 Piedrahíta;2020;171.0;Piedrahíta
05186 Piedrahíta;2019;168.0;Piedrahíta
05186 Piedrahíta;2018;174.0;Piedrahíta
05186 Piedrahíta;2017;171.0;Piedrahíta
05186 Piedrahíta;2016;171.0;Piedrahíta
05186 Piedrahíta;2015;175.0;Piedrahíta
05186 Piedrahíta;2014;166.0;Piedrahíta
05186 Piedrahíta;2013;189.0;Piedrahíta
05186 Piedrahíta;2012;199.0;Piedrahíta
05187 Piedralaves;2024;176.0;Piedralaves
05187 Piedralaves;2023;173.0;Piedralaves
05187 Piedralaves;2022;176.0;Piedralaves
05187 Piedralaves;2021;176.0;Piedralaves
05187 Piedralaves;2020;175.0;Piedralaves
05187 Piedralaves;2019;174.0;Piedralaves
05187 Piedralaves;2018;172.0;Piedralaves
05187 Piedralaves;2017;172.0;Piedralaves
05187 Piedralaves;2016;166.0;Piedralaves
05187 Piedralaves;2015;166.0;Piedralaves
05187 Piedralaves;2014;167.0;Piedralaves
05187 Piedralaves;2013;169.0;Piedralaves
05187 Piedralaves;2012;188.0;Piedralaves
05188 Poveda;2024;;Poveda
05188 Poveda;2023;;Poveda
05188 Poveda;2022;;Poveda
05188 Poveda;2021;;Poveda
05188 Poveda;2020;;Poveda
05188 Poveda;2019;;Poveda
05188 Poveda;2018;;Poveda
05188 Poveda;2017;;Poveda
05188 Poveda;2016;;Poveda
05188 Poveda;2015;;Poveda
05188 Poveda;2014;;Poveda
05188 Poveda;2013;;Poveda
05188 Poveda;2012;;Poveda
05189 Poyales del Hoyo;2024;36.0;Poyales del Hoyo
05189 Poyales del Hoyo;2023;37.0;Poyales del Hoyo
05189 Poyales del Hoyo;2022;36.0;Poyales del Hoyo
05189 Poyales del Hoyo;2021;37.0;Poyales del Hoyo
05189 Poyales del Hoyo;2020;35.0;Poyales del Hoyo
05189 Poyales del Hoyo;2019;36.0;Poyales del Hoyo
05189 Poyales del Hoyo;2018;36.0;Poyales del Hoyo
05189 Poyales del Hoyo;2017;35.0;Poyales del Hoyo
05189 Poyales del Hoyo;2016;35.0;Poyales del Hoyo
05189 Poyales del Hoyo;2015;35.0;Poyales del Hoyo
05189 Poyales del Hoyo;2014;35.0;Poyales del Hoyo
05189 Poyales del Hoyo;2013;34.0;Poyales del Hoyo
05189 Poyales del Hoyo;2012;34.0;Poyales del Hoyo
05190 Pozanco;2024;;Pozanco
05190 Pozanco;2023;;Pozanco
05190 Pozanco;2022;;Pozanco
05190 Pozanco;2021;;Pozanco
05190 Pozanco;2020;;Pozanco
05190 Pozanco;2019;;Pozanco
05190 Pozanco;2018;;Pozanco
05190 Pozanco;2017;;Pozanco
05190 Pozanco;2016;;Pozanco
05190 Pozanco;2015;;Pozanco
05190 Pozanco;2014;;Pozanco
05190 Pozanco;2013;;Pozanco
05190 Pozanco;2012;;Pozanco
05191 Pradosegar;2024;9.0;Pradosegar
05191 Pradosegar;2023;10.0;Pradosegar
05191 Pradosegar;2022;11.0;Pradosegar
05191 Pradosegar;2021;10.0;Pradosegar
05191 Pradosegar;2020;11.0;Pradosegar
05191 Pradosegar;2019;10.0;Pradosegar
05191 Pradosegar;2018;10.0;Pradosegar
05191 Pradosegar;2017;10.0;Pradosegar
05191 Pradosegar;2016;9.0;Pradosegar
05191 Pradosegar;2015;8.0;Pradosegar
05191 Pradosegar;2014;9.0;Pradosegar
05191 Pradosegar;2013;9.0;Pradosegar
05191 Pradosegar;2012;7.0;Pradosegar
05192 Puerto Castilla;2024;4.0;Puerto Castilla
05192 Puerto Castilla;2023;4.0;Puerto Castilla
05192 Puerto Castilla;2022;4.0;Puerto Castilla
05192 Puerto Castilla;2021;4.0;Puerto Castilla
05192 Puerto Castilla;2020;4.0;Puerto Castilla
05192 Puerto Castilla;2019;4.0;Puerto Castilla
05192 Puerto Castilla;2018;4.0;Puerto Castilla
05192 Puerto Castilla;2017;4.0;Puerto Castilla
05192 Puerto Castilla;2016;4.0;Puerto Castilla
05192 Puerto Castilla;2015;4.0;Puerto Castilla
05192 Puerto Castilla;2014;4.0;Puerto Castilla
05192 Puerto Castilla;2013;4.0;Puerto Castilla
05192 Puerto Castilla;2012;4.0;Puerto Castilla
05193 Rasueros;2024;4.0;Rasueros
05193 Rasueros;2023;4.0;Rasueros
05193 Rasueros;2022;4.0;Rasueros
05193 Rasueros;2021;4.0;Rasueros
05193 Rasueros;2020;4.0;Rasueros
05193 Rasueros;2019;4.0;Rasueros
05193 Rasueros;2018;5.0;Rasueros
05193 Rasueros;2017;4.0;Rasueros
05193 Rasueros;2016;4.0;Rasueros
05193 Rasueros;2015;4.0;Rasueros
05193 Rasueros;2014;4.0;Rasueros
05193 Rasueros;2013;4.0;Rasueros
05193 Rasueros;2012;5.0;Rasueros
05194 Riocabado;2024;11.0;Riocabado
05194 Riocabado;2023;8.0;Riocabado
05194 Riocabado;2022;7.0;Riocabado
05194 Riocabado;2021;7.0;Riocabado
05194 Riocabado;2020;7.0;Riocabado
05194 Riocabado;2019;8.0;Riocabado
05194 Riocabado;2018;7.0;Riocabado
05194 Riocabado;2017;7.0;Riocabado
05194 Riocabado;2016;8.0;Riocabado
05194 Riocabado;2015;9.0;Riocabado
05194 Riocabado;2014;9.0;Riocabado
05194 Riocabado;2013;10.0;Riocabado
05194 Riocabado;2012;9.0;Riocabado
05195 Riofrío;2024;9.0;Riofrío
05195 Riofrío;2023;7.0;Riofrío
05195 Riofrío;2022;6.0;Riofrío
05195 Riofrío;2021;6.0;Riofrío
05195 Riofrío;2020;6.0;Riofrío
05195 Riofrío;2019;6.0;Riofrío
05195 Riofrío;2018;6.0;Riofrío
05195 Riofrío;2017;6.0;Riofrío
05195 Riofrío;2016;9.0;Riofrío
05195 Riofrío;2015;8.0;Riofrío
05195 Riofrío;2014;9.0;Riofrío
05195 Riofrío;2013;8.0;Riofrío
05195 Riofrío;2012;8.0;Riofrío
05196 Rivilla de Barajas;2024;5.0;Rivilla de Barajas
05196 Rivilla de Barajas;2023;4.0;Rivilla de Barajas
05196 Rivilla de Barajas;2022;7.0;Rivilla de Barajas
05196 Rivilla de Barajas;2021;9.0;Rivilla de Barajas
