Municipios;Periodo;Total
06056 Garbayuela;2021;22
06056 Garbayuela;2020;21
06056 Garbayuela;2019;22
06056 Garbayuela;2018;20
06056 Garbayuela;2017;20
06056 Garbayuela;2016;19
06056 Garbayuela;2015;18
06056 Garbayuela;2014;17
06056 Garbayuela;2013;13
06056 Garbayuela;2012;14
06057 Garlitos;2024;12
06057 Garlitos;2023;12
06057 Garlitos;2022;17
06057 Garlitos;2021;18
06057 Garlitos;2020;18
06057 Garlitos;2019;21
06057 Garlitos;2018;19
06057 Garlitos;2017;20
06057 Garlitos;2016;19
06057 Garlitos;2015;20
06057 Garlitos;2014;22
06057 Garlitos;2013;21
06057 Garlitos;2012;19
06058 Garrovilla, La;2024;105
06058 Garrovilla, La;2023;107
06058 Garrovilla, La;2022;118
06058 Garrovilla, La;2021;108
06058 Garrovilla, La;2020;106
06058 Garrovilla, La;2019;99
06058 Garrovilla, La;2018;98
06058 Garrovilla, La;2017;97
06058 Garrovilla, La;2016;95
06058 Garrovilla, La;2015;98
06058 Garrovilla, La;2014;94
06058 Garrovilla, La;2013;99
06058 Garrovilla, La;2012;104
06059 Granja de Torrehermosa;2024;120
06059 Granja de Torrehermosa;2023;111
06059 Granja de Torrehermosa;2022;122
06059 Granja de Torrehermosa;2021;117
06059 Granja de Torrehermosa;2020;118
06059 Granja de Torrehermosa;2019;121
06059 Granja de Torrehermosa;2018;124
06059 Granja de Torrehermosa;2017;113
06059 Granja de Torrehermosa;2016;115
06059 Granja de Torrehermosa;2015;117
06059 Granja de Torrehermosa;2014;118
06059 Granja de Torrehermosa;2013;121
06059 Granja de Torrehermosa;2012;120
06060 Guareña;2024;328
06060 Guareña;2023;339
06060 Guareña;2022;353
06060 Guareña;2021;357
06060 Guareña;2020;358
06060 Guareña;2019;354
06060 Guareña;2018;358
06060 Guareña;2017;366
06060 Guareña;2016;345
06060 Guareña;2015;336
06060 Guareña;2014;348
06060 Guareña;2013;354
06060 Guareña;2012;342
06061 Haba, La;2024;53
06061 Haba, La;2023;56
06061 Haba, La;2022;59
06061 Haba, La;2021;63
06061 Haba, La;2020;64
06061 Haba, La;2019;65
06061 Haba, La;2018;65
06061 Haba, La;2017;61
06061 Haba, La;2016;68
06061 Haba, La;2015;68
06061 Haba, La;2014;66
06061 Haba, La;2013;65
06061 Haba, La;2012;65
06062 Helechosa de los Montes;2024;27
06062 Helechosa de los Montes;2023;28
06062 Helechosa de los Montes;2022;30
06062 Helechosa de los Montes;2021;28
06062 Helechosa de los Montes;2020;26
06062 Helechosa de los Montes;2019;25
06062 Helechosa de los Montes;2018;24
06062 Helechosa de los Montes;2017;26
06062 Helechosa de los Montes;2016;25
06062 Helechosa de los Montes;2015;24
06062 Helechosa de los Montes;2014;22
06062 Helechosa de los Montes;2013;23
06062 Helechosa de los Montes;2012;23
06063 Herrera del Duque;2024;211
06063 Herrera del Duque;2023;203
06063 Herrera del Duque;2022;203
06063 Herrera del Duque;2021;208
06063 Herrera del Duque;2020;215
06063 Herrera del Duque;2019;219
06063 Herrera del Duque;2018;217
06063 Herrera del Duque;2017;203
06063 Herrera del Duque;2016;187
06063 Herrera del Duque;2015;196
06063 Herrera del Duque;2014;185
06063 Herrera del Duque;2013;187
06063 Herrera del Duque;2012;183
06064 Higuera de la Serena;2024;36
06064 Higuera de la Serena;2023;39
06064 Higuera de la Serena;2022;37
06064 Higuera de la Serena;2021;40
06064 Higuera de la Serena;2020;47
06064 Higuera de la Serena;2019;41
06064 Higuera de la Serena;2018;41
06064 Higuera de la Serena;2017;35
06064 Higuera de la Serena;2016;39
06064 Higuera de la Serena;2015;42
06064 Higuera de la Serena;2014;42
06064 Higuera de la Serena;2013;43
06064 Higuera de la Serena;2012;43
06065 Higuera de Llerena;2024;12
06065 Higuera de Llerena;2023;11
06065 Higuera de Llerena;2022;13
06065 Higuera de Llerena;2021;15
06065 Higuera de Llerena;2020;14
06065 Higuera de Llerena;2019;12
06065 Higuera de Llerena;2018;10
06065 Higuera de Llerena;2017;10
06065 Higuera de Llerena;2016;9
06065 Higuera de Llerena;2015;8
06065 Higuera de Llerena;2014;11
06065 Higuera de Llerena;2013;11
06065 Higuera de Llerena;2012;13
06066 Higuera de Vargas;2024;52
06066 Higuera de Vargas;2023;50
06066 Higuera de Vargas;2022;62
06066 Higuera de Vargas;2021;65
06066 Higuera de Vargas;2020;63
06066 Higuera de Vargas;2019;58
06066 Higuera de Vargas;2018;52
06066 Higuera de Vargas;2017;58
06066 Higuera de Vargas;2016;58
06066 Higuera de Vargas;2015;60
06066 Higuera de Vargas;2014;55
06066 Higuera de Vargas;2013;57
06066 Higuera de Vargas;2012;60
06067 Higuera la Real;2024;145
06067 Higuera la Real;2023;138
06067 Higuera la Real;2022;148
06067 Higuera la Real;2021;151
06067 Higuera la Real;2020;154
06067 Higuera la Real;2019;147
06067 Higuera la Real;2018;143
06067 Higuera la Real;2017;130
06067 Higuera la Real;2016;138
06067 Higuera la Real;2015;144
06067 Higuera la Real;2014;155
06067 Higuera la Real;2013;155
06067 Higuera la Real;2012;148
06068 Hinojosa del Valle;2024;25
06068 Hinojosa del Valle;2023;26
06068 Hinojosa del Valle;2022;26
06068 Hinojosa del Valle;2021;22
06068 Hinojosa del Valle;2020;24
06068 Hinojosa del Valle;2019;22
06068 Hinojosa del Valle;2018;25
06068 Hinojosa del Valle;2017;25
06068 Hinojosa del Valle;2016;24
06068 Hinojosa del Valle;2015;29
06068 Hinojosa del Valle;2014;25
06068 Hinojosa del Valle;2013;22
06068 Hinojosa del Valle;2012;21
06069 Hornachos;2024;194
06069 Hornachos;2023;195
06069 Hornachos;2022;194
06069 Hornachos;2021;189
06069 Hornachos;2020;182
06069 Hornachos;2019;179
06069 Hornachos;2018;184
06069 Hornachos;2017;178
06069 Hornachos;2016;186
06069 Hornachos;2015;173
06069 Hornachos;2014;172
06069 Hornachos;2013;162
06069 Hornachos;2012;167
06070 Jerez de los Caballeros;2024;628
06070 Jerez de los Caballeros;2023;631
06070 Jerez de los Caballeros;2022;665
06070 Jerez de los Caballeros;2021;659
06070 Jerez de los Caballeros;2020;652
06070 Jerez de los Caballeros;2019;658
06070 Jerez de los Caballeros;2018;660
06070 Jerez de los Caballeros;2017;657
06070 Jerez de los Caballeros;2016;664
06070 Jerez de los Caballeros;2015;636
06070 Jerez de los Caballeros;2014;609
06070 Jerez de los Caballeros;2013;616
06070 Jerez de los Caballeros;2012;610
06071 Lapa, La;2024;13
06071 Lapa, La;2023;9
06071 Lapa, La;2022;9
06071 Lapa, La;2021;9
06071 Lapa, La;2020;10
06071 Lapa, La;2019;9
06071 Lapa, La;2018;9
06071 Lapa, La;2017;9
06071 Lapa, La;2016;10
06071 Lapa, La;2015;8
06071 Lapa, La;2014;8
06071 Lapa, La;2013;8
06071 Lapa, La;2012;9
06072 Lobón;2024;103
06072 Lobón;2023;106
06072 Lobón;2022;112
06072 Lobón;2021;115
06072 Lobón;2020;119
06072 Lobón;2019;118
06072 Lobón;2018;115
06072 Lobón;2017;112
06072 Lobón;2016;109
06072 Lobón;2015;114
06072 Lobón;2014;106
06072 Lobón;2013;108
06072 Lobón;2012;102
06073 Llera;2024;27
06073 Llera;2023;34
06073 Llera;2022;36
06073 Llera;2021;33
06073 Llera;2020;34
06073 Llera;2019;32
06073 Llera;2018;35
06073 Llera;2017;35
06073 Llera;2016;39
06073 Llera;2015;38
06073 Llera;2014;34
06073 Llera;2013;34
06073 Llera;2012;36
06074 Llerena;2024;465
06074 Llerena;2023;443
06074 Llerena;2022;463
06074 Llerena;2021;466
06074 Llerena;2020;460
06074 Llerena;2019;440
06074 Llerena;2018;439
06074 Llerena;2017;420
06074 Llerena;2016;409
06074 Llerena;2015;423
06074 Llerena;2014;398
06074 Llerena;2013;397
06074 Llerena;2012;396
06075 Magacela;2024;28
06075 Magacela;2023;27
06075 Magacela;2022;34
06075 Magacela;2021;33
06075 Magacela;2020;30
06075 Magacela;2019;26
06075 Magacela;2018;28
06075 Magacela;2017;20
06075 Magacela;2016;17
06075 Magacela;2015;18
06075 Magacela;2014;18
06075 Magacela;2013;17
06075 Magacela;2012;18
06076 Maguilla;2024;36
06076 Maguilla;2023;40
06076 Maguilla;2022;40
06076 Maguilla;2021;43
06076 Maguilla;2020;45
06076 Maguilla;2019;42
06076 Maguilla;2018;43
06076 Maguilla;2017;43
06076 Maguilla;2016;39
06076 Maguilla;2015;35
06076 Maguilla;2014;36
06076 Maguilla;2013;36
06076 Maguilla;2012;40
06077 Malcocinado;2024;8
06077 Malcocinado;2023;7
06077 Malcocinado;2022;10
06077 Malcocinado;2021;7
06077 Malcocinado;2020;6
06077 Malcocinado;2019;9
06077 Malcocinado;2018;8
06077 Malcocinado;2017;10
06077 Malcocinado;2016;9
06077 Malcocinado;2015;10
06077 Malcocinado;2014;11
06077 Malcocinado;2013;11
06077 Malcocinado;2012;9
06078 Malpartida de la Serena;2024;27
06078 Malpartida de la Serena;2023;30
06078 Malpartida de la Serena;2022;29
06078 Malpartida de la Serena;2021;31
06078 Malpartida de la Serena;2020;35
06078 Malpartida de la Serena;2019;36
06078 Malpartida de la Serena;2018;31
06078 Malpartida de la Serena;2017;30
06078 Malpartida de la Serena;2016;31
06078 Malpartida de la Serena;2015;35
06078 Malpartida de la Serena;2014;33
06078 Malpartida de la Serena;2013;31
06078 Malpartida de la Serena;2012;33
06079 Manchita;2024;23
06079 Manchita;2023;24
06079 Manchita;2022;23
06079 Manchita;2021;22
06079 Manchita;2020;21
06079 Manchita;2019;18
06079 Manchita;2018;19
06079 Manchita;2017;21
06079 Manchita;2016;20
06079 Manchita;2015;24
06079 Manchita;2014;19
06079 Manchita;2013;19
06079 Manchita;2012;19
06080 Medellín;2024;109
06080 Medellín;2023;101
06080 Medellín;2022;95
06080 Medellín;2021;96
06080 Medellín;2020;104
06080 Medellín;2019;102
06080 Medellín;2018;100
06080 Medellín;2017;101
06080 Medellín;2016;114
06080 Medellín;2015;102
06080 Medellín;2014;108
06080 Medellín;2013;99
06080 Medellín;2012;98
06081 Medina de las Torres;2024;54
06081 Medina de las Torres;2023;52
06081 Medina de las Torres;2022;49
06081 Medina de las Torres;2021;51
06081 Medina de las Torres;2020;53
06081 Medina de las Torres;2019;49
06081 Medina de las Torres;2018;48
06081 Medina de las Torres;2017;48
06081 Medina de las Torres;2016;51
06081 Medina de las Torres;2015;54
06081 Medina de las Torres;2014;56
06081 Medina de las Torres;2013;56
06081 Medina de las Torres;2012;58
06082 Mengabril;2024;19
06082 Mengabril;2023;20
06082 Mengabril;2022;15
06082 Mengabril;2021;12
06082 Mengabril;2020;15
06082 Mengabril;2019;15
06082 Mengabril;2018;17
06082 Mengabril;2017;18
06082 Mengabril;2016;21
06082 Mengabril;2015;16
06082 Mengabril;2014;20
06082 Mengabril;2013;16
06082 Mengabril;2012;17
06083 Mérida;2024;3.971
06083 Mérida;2023;3.890
06083 Mérida;2022;4.206
06083 Mérida;2021;4.078
06083 Mérida;2020;4.197
06083 Mérida;2019;4.297
06083 Mérida;2018;4.337
06083 Mérida;2017;4.221
06083 Mérida;2016;4.177
06083 Mérida;2015;4.052
06083 Mérida;2014;3.864
06083 Mérida;2013;3.958
06083 Mérida;2012;4.120
06084 Mirandilla;2024;37
06084 Mirandilla;2023;42
06084 Mirandilla;2022;41
06084 Mirandilla;2021;40
06084 Mirandilla;2020;40
06084 Mirandilla;2019;39
06084 Mirandilla;2018;37
06084 Mirandilla;2017;36
06084 Mirandilla;2016;36
06084 Mirandilla;2015;38
06084 Mirandilla;2014;40
06084 Mirandilla;2013;39
06084 Mirandilla;2012;37
06085 Monesterio;2024;348
06085 Monesterio;2023;345
06085 Monesterio;2022;344
06085 Monesterio;2021;338
06085 Monesterio;2020;344
06085 Monesterio;2019;329
06085 Monesterio;2018;326
06085 Monesterio;2017;309
06085 Monesterio;2016;311
06085 Monesterio;2015;297
06085 Monesterio;2014;281
06085 Monesterio;2013;274
06085 Monesterio;2012;284
06086 Montemolín;2024;50
06086 Montemolín;2023;47
06086 Montemolín;2022;51
06086 Montemolín;2021;50
06086 Montemolín;2020;51
06086 Montemolín;2019;49
06086 Montemolín;2018;52
06086 Montemolín;2017;53
06086 Montemolín;2016;60
06086 Montemolín;2015;57
06086 Montemolín;2014;56
06086 Montemolín;2013;61
06086 Montemolín;2012;64
06087 Monterrubio de la Serena;2024;110
06087 Monterrubio de la Serena;2023;106
06087 Monterrubio de la Serena;2022;105
06087 Monterrubio de la Serena;2021;107
06087 Monterrubio de la Serena;2020;110
06087 Monterrubio de la Serena;2019;117
06087 Monterrubio de la Serena;2018;104
06087 Monterrubio de la Serena;2017;101
06087 Monterrubio de la Serena;2016;96
06087 Monterrubio de la Serena;2015;103
06087 Monterrubio de la Serena;2014;105
06087 Monterrubio de la Serena;2013;107
06087 Monterrubio de la Serena;2012;106
06088 Montijo;2024;840
06088 Montijo;2023;858
06088 Montijo;2022;908
06088 Montijo;2021;864
06088 Montijo;2020;881
06088 Montijo;2019;914
06088 Montijo;2018;886
06088 Montijo;2017;872
06088 Montijo;2016;833
06088 Montijo;2015;822
06088 Montijo;2014;794
06088 Montijo;2013;828
06088 Montijo;2012;861
06089 Morera, La;2024;28
06089 Morera, La;2023;27
06089 Morera, La;2022;33
06089 Morera, La;2021;31
06089 Morera, La;2020;28
06089 Morera, La;2019;26
06089 Morera, La;2018;27
06089 Morera, La;2017;29
06089 Morera, La;2016;32
06089 Morera, La;2015;35
06089 Morera, La;2014;36
06089 Morera, La;2013;32
06089 Morera, La;2012;32
06090 Nava de Santiago, La;2024;26
06090 Nava de Santiago, La;2023;25
06090 Nava de Santiago, La;2022;29
06090 Nava de Santiago, La;2021;26
06090 Nava de Santiago, La;2020;30
06090 Nava de Santiago, La;2019;30
06090 Nava de Santiago, La;2018;29
06090 Nava de Santiago, La;2017;27
06090 Nava de Santiago, La;2016;26
06090 Nava de Santiago, La;2015;27
06090 Nava de Santiago, La;2014;29
06090 Nava de Santiago, La;2013;28
06090 Nava de Santiago, La;2012;32
06091 Navalvillar de Pela;2024;238
06091 Navalvillar de Pela;2023;233
06091 Navalvillar de Pela;2022;258
06091 Navalvillar de Pela;2021;267
06091 Navalvillar de Pela;2020;256
06091 Navalvillar de Pela;2019;252
06091 Navalvillar de Pela;2018;248
06091 Navalvillar de Pela;2017;249
06091 Navalvillar de Pela;2016;249
06091 Navalvillar de Pela;2015;253
06091 Navalvillar de Pela;2014;232
06091 Navalvillar de Pela;2013;239
06091 Navalvillar de Pela;2012;246
06092 Nogales;2024;34
06092 Nogales;2023;37
06092 Nogales;2022;34
06092 Nogales;2021;35
06092 Nogales;2020;31
06092 Nogales;2019;32
06092 Nogales;2018;31
06092 Nogales;2017;33
06092 Nogales;2016;29
06092 Nogales;2015;29
06092 Nogales;2014;33
06092 Nogales;2013;40
06092 Nogales;2012;40
06093 Oliva de la Frontera;2024;294
06093 Oliva de la Frontera;2023;301
06093 Oliva de la Frontera;2022;326
06093 Oliva de la Frontera;2021;312
06093 Oliva de la Frontera;2020;319
06093 Oliva de la Frontera;2019;324
06093 Oliva de la Frontera;2018;314
06093 Oliva de la Frontera;2017;319
06093 Oliva de la Frontera;2016;309
06093 Oliva de la Frontera;2015;303
06093 Oliva de la Frontera;2014;305
06093 Oliva de la Frontera;2013;290
06093 Oliva de la Frontera;2012;274
06094 Oliva de Mérida;2024;54
06094 Oliva de Mérida;2023;54
06094 Oliva de Mérida;2022;58
06094 Oliva de Mérida;2021;56
06094 Oliva de Mérida;2020;49
06094 Oliva de Mérida;2019;51
06094 Oliva de Mérida;2018;42
06094 Oliva de Mérida;2017;47
06094 Oliva de Mérida;2016;46
06094 Oliva de Mérida;2015;48
06094 Oliva de Mérida;2014;53
06094 Oliva de Mérida;2013;50
06094 Oliva de Mérida;2012;51
06095 Olivenza;2024;614
06095 Olivenza;2023;624
06095 Olivenza;2022;679
06095 Olivenza;2021;665
06095 Olivenza;2020;662
06095 Olivenza;2019;675
06095 Olivenza;2018;650
06095 Olivenza;2017;644
06095 Olivenza;2016;652
06095 Olivenza;2015;637
06095 Olivenza;2014;603
06095 Olivenza;2013;595
06095 Olivenza;2012;620
06096 Orellana de la Sierra;2024;10
06096 Orellana de la Sierra;2023;12
06096 Orellana de la Sierra;2022;14
06096 Orellana de la Sierra;2021;13
06096 Orellana de la Sierra;2020;12
06096 Orellana de la Sierra;2019;8
06096 Orellana de la Sierra;2018;7
06096 Orellana de la Sierra;2017;7
06096 Orellana de la Sierra;2016;8
06096 Orellana de la Sierra;2015;6
06096 Orellana de la Sierra;2014;7
06096 Orellana de la Sierra;2013;9
06096 Orellana de la Sierra;2012;10
06097 Orellana la Vieja;2024;163
06097 Orellana la Vieja;2023;180
06097 Orellana la Vieja;2022;178
06097 Orellana la Vieja;2021;174
06097 Orellana la Vieja;2020;174
06097 Orellana la Vieja;2019;176
06097 Orellana la Vieja;2018;171
06097 Orellana la Vieja;2017;169
06097 Orellana la Vieja;2016;165
06097 Orellana la Vieja;2015;162
06097 Orellana la Vieja;2014;162
06097 Orellana la Vieja;2013;170
06097 Orellana la Vieja;2012;163
06098 Palomas;2024;13
06098 Palomas;2023;14
06098 Palomas;2022;16
06098 Palomas;2021;17
06098 Palomas;2020;16
06098 Palomas;2019;20
06098 Palomas;2018;23
06098 Palomas;2017;20
06098 Palomas;2016;20
06098 Palomas;2015;22
06098 Palomas;2014;22
06098 Palomas;2013;22
06098 Palomas;2012;21
06099 Parra, La;2024;59
06099 Parra, La;2023;57
06099 Parra, La;2022;62
06099 Parra, La;2021;64
06099 Parra, La;2020;65
06099 Parra, La;2019;64
06099 Parra, La;2018;64
06099 Parra, La;2017;59
06099 Parra, La;2016;63
06099 Parra, La;2015;64
06099 Parra, La;2014;69
06099 Parra, La;2013;68
06099 Parra, La;2012;64
06100 Peñalsordo;2024;40
06100 Peñalsordo;2023;40
06100 Peñalsordo;2022;44
06100 Peñalsordo;2021;48
06100 Peñalsordo;2020;48
06100 Peñalsordo;2019;51
06100 Peñalsordo;2018;52
06100 Peñalsordo;2017;49
06100 Peñalsordo;2016;48
06100 Peñalsordo;2015;45
06100 Peñalsordo;2014;45
06100 Peñalsordo;2013;44
06100 Peñalsordo;2012;43
06101 Peraleda del Zaucejo;2024;11
06101 Peraleda del Zaucejo;2023;13
06101 Peraleda del Zaucejo;2022;15
06101 Peraleda del Zaucejo;2021;14
06101 Peraleda del Zaucejo;2020;14
06101 Peraleda del Zaucejo;2019;12
06101 Peraleda del Zaucejo;2018;14
06101 Peraleda del Zaucejo;2017;16
06101 Peraleda del Zaucejo;2016;14
06101 Peraleda del Zaucejo;2015;17
06101 Peraleda del Zaucejo;2014;14
06101 Peraleda del Zaucejo;2013;14
06101 Peraleda del Zaucejo;2012;16
06102 Puebla de Alcocer;2024;65
06102 Puebla de Alcocer;2023;67
06102 Puebla de Alcocer;2022;69
06102 Puebla de Alcocer;2021;68
06102 Puebla de Alcocer;2020;64
06102 Puebla de Alcocer;2019;63
06102 Puebla de Alcocer;2018;65
06102 Puebla de Alcocer;2017;64
06102 Puebla de Alcocer;2016;64
06102 Puebla de Alcocer;2015;61
06102 Puebla de Alcocer;2014;64
06102 Puebla de Alcocer;2013;69
06102 Puebla de Alcocer;2012;67
06103 Puebla de la Calzada;2024;346
06103 Puebla de la Calzada;2023;341
06103 Puebla de la Calzada;2022;342
06103 Puebla de la Calzada;2021;336
06103 Puebla de la Calzada;2020;343
06103 Puebla de la Calzada;2019;352
06103 Puebla de la Calzada;2018;337
06103 Puebla de la Calzada;2017;332
06103 Puebla de la Calzada;2016;327
06103 Puebla de la Calzada;2015;302
06103 Puebla de la Calzada;2014;310
06103 Puebla de la Calzada;2013;324
06103 Puebla de la Calzada;2012;335
06104 Puebla de la Reina;2024;26
06104 Puebla de la Reina;2023;30
06104 Puebla de la Reina;2022;26
06104 Puebla de la Reina;2021;27
06104 Puebla de la Reina;2020;30
06104 Puebla de la Reina;2019;26
06104 Puebla de la Reina;2018;25
06104 Puebla de la Reina;2017;27
06104 Puebla de la Reina;2016;29
06104 Puebla de la Reina;2015;25
06104 Puebla de la Reina;2014;25
06104 Puebla de la Reina;2013;25
06104 Puebla de la Reina;2012;29
06105 Puebla del Maestre;2024;20
06105 Puebla del Maestre;2023;19
06105 Puebla del Maestre;2022;22
06105 Puebla del Maestre;2021;23
06105 Puebla del Maestre;2020;23
06105 Puebla del Maestre;2019;21
06105 Puebla del Maestre;2018;20
06105 Puebla del Maestre;2017;23
06105 Puebla del Maestre;2016;23
06105 Puebla del Maestre;2015;25
06105 Puebla del Maestre;2014;24
06105 Puebla del Maestre;2013;22
06105 Puebla del Maestre;2012;24
06106 Puebla del Prior;2024;32
06106 Puebla del Prior;2023;33
06106 Puebla del Prior;2022;29
06106 Puebla del Prior;2021;28
06106 Puebla del Prior;2020;30
06106 Puebla del Prior;2019;27
06106 Puebla del Prior;2018;31
06106 Puebla del Prior;2017;30
06106 Puebla del Prior;2016;27
06106 Puebla del Prior;2015;28
06106 Puebla del Prior;2014;26
06106 Puebla del Prior;2013;25
06106 Puebla del Prior;2012;25
06107 Puebla de Obando;2024;55
06107 Puebla de Obando;2023;56
06107 Puebla de Obando;2022;54
06107 Puebla de Obando;2021;55
06107 Puebla de Obando;2020;59
06107 Puebla de Obando;2019;54
06107 Puebla de Obando;2018;51
06107 Puebla de Obando;2017;53
06107 Puebla de Obando;2016;55
06107 Puebla de Obando;2015;55
06107 Puebla de Obando;2014;54
06107 Puebla de Obando;2013;49
06107 Puebla de Obando;2012;55
06108 Puebla de Sancho Pérez;2024;141
06108 Puebla de Sancho Pérez;2023;142
06108 Puebla de Sancho Pérez;2022;150
06108 Puebla de Sancho Pérez;2021;144
06108 Puebla de Sancho Pérez;2020;144
06108 Puebla de Sancho Pérez;2019;153
06108 Puebla de Sancho Pérez;2018;141
06108 Puebla de Sancho Pérez;2017;146
06108 Puebla de Sancho Pérez;2016;149
06108 Puebla de Sancho Pérez;2015;136
06108 Puebla de Sancho Pérez;2014;142
06108 Puebla de Sancho Pérez;2013;147
06108 Puebla de Sancho Pérez;2012;138
06109 Quintana de la Serena;2024;301
06109 Quintana de la Serena;2023;296
06109 Quintana de la Serena;2022;315
06109 Quintana de la Serena;2021;312
06109 Quintana de la Serena;2020;315
06109 Quintana de la Serena;2019;338
06109 Quintana de la Serena;2018;325
06109 Quintana de la Serena;2017;314
06109 Quintana de la Serena;2016;335
06109 Quintana de la Serena;2015;327
06109 Quintana de la Serena;2014;325
06109 Quintana de la Serena;2013;326
06109 Quintana de la Serena;2012;326
06110 Reina;2024;.
06110 Reina;2023;4
06110 Reina;2022;4
06110 Reina;2021;5
06110 Reina;2020;5
06110 Reina;2019;5
06110 Reina;2018;.
06110 Reina;2017;4
06110 Reina;2016;.
06110 Reina;2015;.
06110 Reina;2014;.
06110 Reina;2013;.
06110 Reina;2012;4
06111 Rena;2024;19
06111 Rena;2023;21
06111 Rena;2022;20
06111 Rena;2021;17
06111 Rena;2020;18
06111 Rena;2019;18
06111 Rena;2018;16
06111 Rena;2017;19
06111 Rena;2016;18
06111 Rena;2015;18
06111 Rena;2014;14
06111 Rena;2013;20
06111 Rena;2012;20
06112 Retamal de Llerena;2024;18
06112 Retamal de Llerena;2023;16
06112 Retamal de Llerena;2022;20
06112 Retamal de Llerena;2021;19
06112 Retamal de Llerena;2020;21
06112 Retamal de Llerena;2019;22
06112 Retamal de Llerena;2018;27
06112 Retamal de Llerena;2017;24
06112 Retamal de Llerena;2016;25
06112 Retamal de Llerena;2015;24
06112 Retamal de Llerena;2014;27
06112 Retamal de Llerena;2013;26
06112 Retamal de Llerena;2012;30
06113 Ribera del Fresno;2024;229
06113 Ribera del Fresno;2023;221
06113 Ribera del Fresno;2022;231
06113 Ribera del Fresno;2021;225
06113 Ribera del Fresno;2020;226
06113 Ribera del Fresno;2019;236
06113 Ribera del Fresno;2018;219
06113 Ribera del Fresno;2017;211
06113 Ribera del Fresno;2016;217
06113 Ribera del Fresno;2015;211
06113 Ribera del Fresno;2014;199
06113 Ribera del Fresno;2013;197
06113 Ribera del Fresno;2012;208
06114 Risco;2024;.
06114 Risco;2023;.
06114 Risco;2022;.
06114 Risco;2021;.
06114 Risco;2020;4
06114 Risco;2019;4
06114 Risco;2018;5
06114 Risco;2017;.
06114 Risco;2016;.
06114 Risco;2015;.
06114 Risco;2014;.
06114 Risco;2013;.
06114 Risco;2012;.
06115 Roca de la Sierra, La;2024;69
06115 Roca de la Sierra, La;2023;67
06115 Roca de la Sierra, La;2022;76
06115 Roca de la Sierra, La;2021;85
06115 Roca de la Sierra, La;2020;82
06115 Roca de la Sierra, La;2019;74
06115 Roca de la Sierra, La;2018;69
06115 Roca de la Sierra, La;2017;61
06115 Roca de la Sierra, La;2016;68
06115 Roca de la Sierra, La;2015;70
06115 Roca de la Sierra, La;2014;73
06115 Roca de la Sierra, La;2013;67
06115 Roca de la Sierra, La;2012;66
06116 Salvaleón;2024;61
06116 Salvaleón;2023;57
06116 Salvaleón;2022;67
06116 Salvaleón;2021;68
06116 Salvaleón;2020;65
06116 Salvaleón;2019;61
06116 Salvaleón;2018;73
06116 Salvaleón;2017;76
06116 Salvaleón;2016;72
06116 Salvaleón;2015;71
06116 Salvaleón;2014;74
06116 Salvaleón;2013;70
06116 Salvaleón;2012;73
06117 Salvatierra de los Barros;2024;106
06117 Salvatierra de los Barros;2023;115
06117 Salvatierra de los Barros;2022;113
06117 Salvatierra de los Barros;2021;113
06117 Salvatierra de los Barros;2020;114
06117 Salvatierra de los Barros;2019;111
06117 Salvatierra de los Barros;2018;109
06117 Salvatierra de los Barros;2017;110
06117 Salvatierra de los Barros;2016;111
06117 Salvatierra de los Barros;2015;107
06117 Salvatierra de los Barros;2014;115
06117 Salvatierra de los Barros;2013;117
06117 Salvatierra de los Barros;2012;115
06118 Sancti-Spíritus;2024;5
06118 Sancti-Spíritus;2023;6
06118 Sancti-Spíritus;2022;4
06118 Sancti-Spíritus;2021;4
06118 Sancti-Spíritus;2020;4
06118 Sancti-Spíritus;2019;.
06118 Sancti-Spíritus;2018;.
06118 Sancti-Spíritus;2017;.
06118 Sancti-Spíritus;2016;5
06118 Sancti-Spíritus;2015;6
06118 Sancti-Spíritus;2014;5
06118 Sancti-Spíritus;2013;5
06118 Sancti-Spíritus;2012;5
06119 San Pedro de Mérida;2024;21
06119 San Pedro de Mérida;2023;22
06119 San Pedro de Mérida;2022;27
06119 San Pedro de Mérida;2021;28
06119 San Pedro de Mérida;2020;29
06119 San Pedro de Mérida;2019;29
06119 San Pedro de Mérida;2018;28
06119 San Pedro de Mérida;2017;24
06119 San Pedro de Mérida;2016;22
06119 San Pedro de Mérida;2015;30
06119 San Pedro de Mérida;2014;29
06119 San Pedro de Mérida;2013;26
06119 San Pedro de Mérida;2012;27
06120 Santa Amalia;2024;253
06120 Santa Amalia;2023;243
06120 Santa Amalia;2022;250
06120 Santa Amalia;2021;247
06120 Santa Amalia;2020;240
06120 Santa Amalia;2019;222
06120 Santa Amalia;2018;224
06120 Santa Amalia;2017;224
06120 Santa Amalia;2016;219
06120 Santa Amalia;2015;219
06120 Santa Amalia;2014;213
06120 Santa Amalia;2013;218
06120 Santa Amalia;2012;228
06121 Santa Marta;2024;269
06121 Santa Marta;2023;263
06121 Santa Marta;2022;267
06121 Santa Marta;2021;264
06121 Santa Marta;2020;268
06121 Santa Marta;2019;272
06121 Santa Marta;2018;263
06121 Santa Marta;2017;262
06121 Santa Marta;2016;264
06121 Santa Marta;2015;261
06121 Santa Marta;2014;263
06121 Santa Marta;2013;279
06121 Santa Marta;2012;289
06122 Santos de Maimona, Los;2024;464
06122 Santos de Maimona, Los;2023;456
