Municipios;Periodo;Total
31134 Jaurrieta;2013;20
31134 Jaurrieta;2012;22
31135 Javier;2024;5
31135 Javier;2023;4
31135 Javier;2022;7
31135 Javier;2021;8
31135 Javier;2020;7
31135 Javier;2019;6
31135 Javier;2018;7
31135 Javier;2017;6
31135 Javier;2016;6
31135 Javier;2015;6
31135 Javier;2014;6
31135 Javier;2013;7
31135 Javier;2012;9
31136 Juslapeña/Txulapain;2024;39
31136 Juslapeña/Txulapain;2023;39
31136 Juslapeña/Txulapain;2022;37
31136 Juslapeña/Txulapain;2021;39
31136 Juslapeña/Txulapain;2020;46
31136 Juslapeña/Txulapain;2019;46
31136 Juslapeña/Txulapain;2018;47
31136 Juslapeña/Txulapain;2017;41
31136 Juslapeña/Txulapain;2016;35
31136 Juslapeña/Txulapain;2015;34
31136 Juslapeña/Txulapain;2014;24
31136 Juslapeña/Txulapain;2013;26
31136 Juslapeña/Txulapain;2012;25
31137 Beintza-Labaien;2024;12
31137 Beintza-Labaien;2023;13
31137 Beintza-Labaien;2022;10
31137 Beintza-Labaien;2021;10
31137 Beintza-Labaien;2020;12
31137 Beintza-Labaien;2019;12
31137 Beintza-Labaien;2018;15
31137 Beintza-Labaien;2017;17
31137 Beintza-Labaien;2016;17
31137 Beintza-Labaien;2015;16
31137 Beintza-Labaien;2014;17
31137 Beintza-Labaien;2013;17
31137 Beintza-Labaien;2012;15
31138 Lakuntza;2024;69
31138 Lakuntza;2023;63
31138 Lakuntza;2022;68
31138 Lakuntza;2021;71
31138 Lakuntza;2020;69
31138 Lakuntza;2019;73
31138 Lakuntza;2018;77
31138 Lakuntza;2017;75
31138 Lakuntza;2016;73
31138 Lakuntza;2015;76
31138 Lakuntza;2014;73
31138 Lakuntza;2013;75
31138 Lakuntza;2012;83
31139 Lana;2024;11
31139 Lana;2023;11
31139 Lana;2022;12
31139 Lana;2021;8
31139 Lana;2020;9
31139 Lana;2019;16
31139 Lana;2018;15
31139 Lana;2017;16
31139 Lana;2016;18
31139 Lana;2015;16
31139 Lana;2014;16
31139 Lana;2013;16
31139 Lana;2012;15
31140 Lantz;2024;11
31140 Lantz;2023;11
31140 Lantz;2022;15
31140 Lantz;2021;16
31140 Lantz;2020;17
31140 Lantz;2019;15
31140 Lantz;2018;15
31140 Lantz;2017;17
31140 Lantz;2016;13
31140 Lantz;2015;12
31140 Lantz;2014;12
31140 Lantz;2013;9
31140 Lantz;2012;9
31141 Lapoblación;2024;18
31141 Lapoblación;2023;18
31141 Lapoblación;2022;16
31141 Lapoblación;2021;16
31141 Lapoblación;2020;15
31141 Lapoblación;2019;15
31141 Lapoblación;2018;13
31141 Lapoblación;2017;13
31141 Lapoblación;2016;14
31141 Lapoblación;2015;14
31141 Lapoblación;2014;11
31141 Lapoblación;2013;11
31141 Lapoblación;2012;12
31142 Larraga;2024;93
31142 Larraga;2023;93
31142 Larraga;2022;104
31142 Larraga;2021;90
31142 Larraga;2020;94
31142 Larraga;2019;104
31142 Larraga;2018;102
31142 Larraga;2017;104
31142 Larraga;2016;112
31142 Larraga;2015;104
31142 Larraga;2014;105
31142 Larraga;2013;106
31142 Larraga;2012;100
31143 Larraona;2024;6
31143 Larraona;2023;6
31143 Larraona;2022;6
31143 Larraona;2021;6
31143 Larraona;2020;7
31143 Larraona;2019;6
31143 Larraona;2018;7
31143 Larraona;2017;7
31143 Larraona;2016;7
31143 Larraona;2015;6
31143 Larraona;2014;7
31143 Larraona;2013;7
31143 Larraona;2012;6
31144 Larraun;2024;43
31144 Larraun;2023;54
31144 Larraun;2022;58
31144 Larraun;2021;58
31144 Larraun;2020;56
31144 Larraun;2019;59
31144 Larraun;2018;58
31144 Larraun;2017;65
31144 Larraun;2016;60
31144 Larraun;2015;57
31144 Larraun;2014;58
31144 Larraun;2013;58
31144 Larraun;2012;60
31145 Lazagurría;2024;13
31145 Lazagurría;2023;12
31145 Lazagurría;2022;13
31145 Lazagurría;2021;14
31145 Lazagurría;2020;12
31145 Lazagurría;2019;15
31145 Lazagurría;2018;17
31145 Lazagurría;2017;17
31145 Lazagurría;2016;18
31145 Lazagurría;2015;17
31145 Lazagurría;2014;17
31145 Lazagurría;2013;18
31145 Lazagurría;2012;18
31146 Leache/Leatxe;2024;.
31146 Leache/Leatxe;2023;.
31146 Leache/Leatxe;2022;.
31146 Leache/Leatxe;2021;.
31146 Leache/Leatxe;2020;.
31146 Leache/Leatxe;2019;.
31146 Leache/Leatxe;2018;.
31146 Leache/Leatxe;2017;.
31146 Leache/Leatxe;2016;.
31146 Leache/Leatxe;2015;.
31146 Leache/Leatxe;2014;.
31146 Leache/Leatxe;2013;.
31146 Leache/Leatxe;2012;.
31147 Legarda;2024;6
31147 Legarda;2023;5
31147 Legarda;2022;6
31147 Legarda;2021;6
31147 Legarda;2020;6
31147 Legarda;2019;5
31147 Legarda;2018;.
31147 Legarda;2017;4
31147 Legarda;2016;4
31147 Legarda;2015;7
31147 Legarda;2014;8
31147 Legarda;2013;7
31147 Legarda;2012;5
31148 Legaria;2024;6
31148 Legaria;2023;5
31148 Legaria;2022;6
31148 Legaria;2021;8
31148 Legaria;2020;5
31148 Legaria;2019;5
31148 Legaria;2018;4
31148 Legaria;2017;4
31148 Legaria;2016;.
31148 Legaria;2015;4
31148 Legaria;2014;.
31148 Legaria;2013;.
31148 Legaria;2012;.
31149 Leitza;2024;176
31149 Leitza;2023;186
31149 Leitza;2022;197
31149 Leitza;2021;187
31149 Leitza;2020;188
31149 Leitza;2019;185
31149 Leitza;2018;190
31149 Leitza;2017;186
31149 Leitza;2016;195
31149 Leitza;2015;201
31149 Leitza;2014;192
31149 Leitza;2013;195
31149 Leitza;2012;189
31150 Leoz/Leotz;2024;14
31150 Leoz/Leotz;2023;14
31150 Leoz/Leotz;2022;13
31150 Leoz/Leotz;2021;15
31150 Leoz/Leotz;2020;17
31150 Leoz/Leotz;2019;21
31150 Leoz/Leotz;2018;20
31150 Leoz/Leotz;2017;17
31150 Leoz/Leotz;2016;18
31150 Leoz/Leotz;2015;16
31150 Leoz/Leotz;2014;19
31150 Leoz/Leotz;2013;18
31150 Leoz/Leotz;2012;18
31151 Lerga;2024;.
31151 Lerga;2023;.
31151 Lerga;2022;.
31151 Lerga;2021;.
31151 Lerga;2020;.
31151 Lerga;2019;.
31151 Lerga;2018;.
31151 Lerga;2017;.
31151 Lerga;2016;.
31151 Lerga;2015;.
31151 Lerga;2014;.
31151 Lerga;2013;.
31151 Lerga;2012;.
31152 Lerín;2024;76
31152 Lerín;2023;81
31152 Lerín;2022;88
31152 Lerín;2021;83
31152 Lerín;2020;85
31152 Lerín;2019;91
31152 Lerín;2018;99
31152 Lerín;2017;95
31152 Lerín;2016;99
31152 Lerín;2015;97
31152 Lerín;2014;93
31152 Lerín;2013;93
31152 Lerín;2012;92
31153 Lesaka;2024;229
31153 Lesaka;2023;240
31153 Lesaka;2022;259
31153 Lesaka;2021;251
31153 Lesaka;2020;247
31153 Lesaka;2019;256
31153 Lesaka;2018;264
31153 Lesaka;2017;272
31153 Lesaka;2016;279
31153 Lesaka;2015;276
31153 Lesaka;2014;262
31153 Lesaka;2013;272
31153 Lesaka;2012;275
31154 Lezaun;2024;15
31154 Lezaun;2023;14
31154 Lezaun;2022;15
31154 Lezaun;2021;15
31154 Lezaun;2020;15
31154 Lezaun;2019;16
31154 Lezaun;2018;16
31154 Lezaun;2017;15
31154 Lezaun;2016;15
31154 Lezaun;2015;14
31154 Lezaun;2014;15
31154 Lezaun;2013;15
31154 Lezaun;2012;16
31155 Liédena;2024;22
31155 Liédena;2023;23
31155 Liédena;2022;22
31155 Liédena;2021;24
31155 Liédena;2020;23
31155 Liédena;2019;21
31155 Liédena;2018;25
31155 Liédena;2017;22
31155 Liédena;2016;22
31155 Liédena;2015;20
31155 Liédena;2014;19
31155 Liédena;2013;18
31155 Liédena;2012;19
31156 Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;2024;18
31156 Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;2023;20
31156 Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;2022;21
31156 Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;2021;21
31156 Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;2020;21
31156 Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;2019;18
31156 Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;2018;18
31156 Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;2017;15
31156 Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;2016;15
31156 Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;2015;13
31156 Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;2014;15
31156 Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;2013;15
31156 Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;2012;16
31157 Lodosa;2024;247
31157 Lodosa;2023;252
31157 Lodosa;2022;279
31157 Lodosa;2021;275
31157 Lodosa;2020;275
31157 Lodosa;2019;271
31157 Lodosa;2018;270
31157 Lodosa;2017;275
31157 Lodosa;2016;273
31157 Lodosa;2015;275
31157 Lodosa;2014;278
31157 Lodosa;2013;274
31157 Lodosa;2012;289
31158 Lónguida/Longida;2024;15
31158 Lónguida/Longida;2023;16
31158 Lónguida/Longida;2022;13
31158 Lónguida/Longida;2021;11
31158 Lónguida/Longida;2020;15
31158 Lónguida/Longida;2019;15
31158 Lónguida/Longida;2018;11
31158 Lónguida/Longida;2017;12
31158 Lónguida/Longida;2016;14
31158 Lónguida/Longida;2015;11
31158 Lónguida/Longida;2014;11
31158 Lónguida/Longida;2013;10
31158 Lónguida/Longida;2012;10
31159 Lumbier;2024;72
31159 Lumbier;2023;79
31159 Lumbier;2022;86
31159 Lumbier;2021;84
31159 Lumbier;2020;78
31159 Lumbier;2019;83
31159 Lumbier;2018;88
31159 Lumbier;2017;85
31159 Lumbier;2016;81
31159 Lumbier;2015;82
31159 Lumbier;2014;81
31159 Lumbier;2013;80
31159 Lumbier;2012;80
31160 Luquin;2024;4
31160 Luquin;2023;5
31160 Luquin;2022;7
31160 Luquin;2021;9
31160 Luquin;2020;9
31160 Luquin;2019;8
31160 Luquin;2018;7
31160 Luquin;2017;6
31160 Luquin;2016;8
31160 Luquin;2015;7
31160 Luquin;2014;6
31160 Luquin;2013;6
31160 Luquin;2012;5
31161 Mañeru;2024;16
31161 Mañeru;2023;14
31161 Mañeru;2022;26
31161 Mañeru;2021;23
31161 Mañeru;2020;22
31161 Mañeru;2019;21
31161 Mañeru;2018;21
31161 Mañeru;2017;22
31161 Mañeru;2016;24
31161 Mañeru;2015;23
31161 Mañeru;2014;22
31161 Mañeru;2013;20
31161 Mañeru;2012;23
31162 Marañón;2024;.
31162 Marañón;2023;.
31162 Marañón;2022;.
31162 Marañón;2021;.
31162 Marañón;2020;.
31162 Marañón;2019;.
31162 Marañón;2018;.
31162 Marañón;2017;.
31162 Marañón;2016;.
31162 Marañón;2015;.
31162 Marañón;2014;.
31162 Marañón;2013;.
31162 Marañón;2012;.
31163 Marcilla;2024;162
31163 Marcilla;2023;161
31163 Marcilla;2022;176
31163 Marcilla;2021;175
31163 Marcilla;2020;166
31163 Marcilla;2019;178
31163 Marcilla;2018;174
31163 Marcilla;2017;178
31163 Marcilla;2016;174
31163 Marcilla;2015;174
31163 Marcilla;2014;160
31163 Marcilla;2013;161
31163 Marcilla;2012;161
31164 Mélida;2024;25
31164 Mélida;2023;27
31164 Mélida;2022;36
31164 Mélida;2021;36
31164 Mélida;2020;28
31164 Mélida;2019;28
31164 Mélida;2018;37
31164 Mélida;2017;36
31164 Mélida;2016;35
31164 Mélida;2015;33
31164 Mélida;2014;35
31164 Mélida;2013;35
31164 Mélida;2012;37
31165 Mendavia;2024;193
31165 Mendavia;2023;201
31165 Mendavia;2022;215
31165 Mendavia;2021;204
31165 Mendavia;2020;220
31165 Mendavia;2019;229
31165 Mendavia;2018;225
31165 Mendavia;2017;235
31165 Mendavia;2016;222
31165 Mendavia;2015;224
31165 Mendavia;2014;228
31165 Mendavia;2013;224
31165 Mendavia;2012;238
31166 Mendaza;2024;19
31166 Mendaza;2023;17
31166 Mendaza;2022;14
31166 Mendaza;2021;17
31166 Mendaza;2020;19
31166 Mendaza;2019;19
31166 Mendaza;2018;20
31166 Mendaza;2017;16
31166 Mendaza;2016;13
31166 Mendaza;2015;14
31166 Mendaza;2014;13
31166 Mendaza;2013;14
31166 Mendaza;2012;15
31167 Mendigorria;2024;57
31167 Mendigorria;2023;55
31167 Mendigorria;2022;60
31167 Mendigorria;2021;53
31167 Mendigorria;2020;52
31167 Mendigorria;2019;48
31167 Mendigorria;2018;48
31167 Mendigorria;2017;49
31167 Mendigorria;2016;54
31167 Mendigorria;2015;46
31167 Mendigorria;2014;44
31167 Mendigorria;2013;41
31167 Mendigorria;2012;45
31168 Metauten;2024;17
31168 Metauten;2023;18
31168 Metauten;2022;21
31168 Metauten;2021;21
31168 Metauten;2020;21
31168 Metauten;2019;20
31168 Metauten;2018;20
31168 Metauten;2017;18
31168 Metauten;2016;16
31168 Metauten;2015;18
31168 Metauten;2014;19
31168 Metauten;2013;18
31168 Metauten;2012;18
31169 Milagro;2024;124
31169 Milagro;2023;128
31169 Milagro;2022;137
31169 Milagro;2021;147
31169 Milagro;2020;145
31169 Milagro;2019;144
31169 Milagro;2018;137
31169 Milagro;2017;137
31169 Milagro;2016;142
31169 Milagro;2015;139
31169 Milagro;2014;135
31169 Milagro;2013;140
31169 Milagro;2012;141
31170 Mirafuentes;2024;.
31170 Mirafuentes;2023;.
31170 Mirafuentes;2022;.
31170 Mirafuentes;2021;.
31170 Mirafuentes;2020;.
31170 Mirafuentes;2019;.
31170 Mirafuentes;2018;.
31170 Mirafuentes;2017;.
31170 Mirafuentes;2016;.
31170 Mirafuentes;2015;.
31170 Mirafuentes;2014;.
31170 Mirafuentes;2013;.
31170 Mirafuentes;2012;.
31171 Miranda de Arga;2024;39
31171 Miranda de Arga;2023;40
31171 Miranda de Arga;2022;45
31171 Miranda de Arga;2021;42
31171 Miranda de Arga;2020;42
31171 Miranda de Arga;2019;41
31171 Miranda de Arga;2018;44
31171 Miranda de Arga;2017;45
31171 Miranda de Arga;2016;48
31171 Miranda de Arga;2015;45
31171 Miranda de Arga;2014;47
31171 Miranda de Arga;2013;48
31171 Miranda de Arga;2012;47
31172 Monreal/Elo;2024;28
31172 Monreal/Elo;2023;31
31172 Monreal/Elo;2022;36
31172 Monreal/Elo;2021;38
31172 Monreal/Elo;2020;36
31172 Monreal/Elo;2019;31
31172 Monreal/Elo;2018;36
31172 Monreal/Elo;2017;35
31172 Monreal/Elo;2016;34
31172 Monreal/Elo;2015;33
31172 Monreal/Elo;2014;28
31172 Monreal/Elo;2013;31
31172 Monreal/Elo;2012;30
31173 Monteagudo;2024;45
31173 Monteagudo;2023;48
31173 Monteagudo;2022;50
31173 Monteagudo;2021;49
31173 Monteagudo;2020;50
31173 Monteagudo;2019;49
31173 Monteagudo;2018;49
31173 Monteagudo;2017;50
31173 Monteagudo;2016;54
31173 Monteagudo;2015;52
31173 Monteagudo;2014;50
31173 Monteagudo;2013;51
31173 Monteagudo;2012;47
31174 Morentin;2024;8
31174 Morentin;2023;7
31174 Morentin;2022;7
31174 Morentin;2021;5
31174 Morentin;2020;6
31174 Morentin;2019;8
31174 Morentin;2018;9
31174 Morentin;2017;11
31174 Morentin;2016;11
31174 Morentin;2015;9
31174 Morentin;2014;8
31174 Morentin;2013;7
31174 Morentin;2012;9
31175 Mues;2024;.
31175 Mues;2023;4
31175 Mues;2022;7
31175 Mues;2021;6
31175 Mues;2020;6
31175 Mues;2019;6
31175 Mues;2018;6
31175 Mues;2017;6
31175 Mues;2016;6
31175 Mues;2015;5
31175 Mues;2014;.
31175 Mues;2013;.
31175 Mues;2012;.
31176 Murchante;2024;251
31176 Murchante;2023;249
31176 Murchante;2022;271
31176 Murchante;2021;252
31176 Murchante;2020;269
31176 Murchante;2019;259
31176 Murchante;2018;256
31176 Murchante;2017;255
31176 Murchante;2016;243
31176 Murchante;2015;242
31176 Murchante;2014;237
31176 Murchante;2013;223
31176 Murchante;2012;222
31177 Murieta;2024;20
31177 Murieta;2023;21
31177 Murieta;2022;25
31177 Murieta;2021;24
31177 Murieta;2020;22
31177 Murieta;2019;25
31177 Murieta;2018;24
31177 Murieta;2017;25
31177 Murieta;2016;27
31177 Murieta;2015;28
31177 Murieta;2014;26
31177 Murieta;2013;24
31177 Murieta;2012;25
31178 Murillo el Cuende;2024;20
31178 Murillo el Cuende;2023;25
31178 Murillo el Cuende;2022;32
31178 Murillo el Cuende;2021;31
31178 Murillo el Cuende;2020;36
31178 Murillo el Cuende;2019;28
31178 Murillo el Cuende;2018;24
31178 Murillo el Cuende;2017;28
31178 Murillo el Cuende;2016;27
31178 Murillo el Cuende;2015;27
31178 Murillo el Cuende;2014;23
31178 Murillo el Cuende;2013;25
31178 Murillo el Cuende;2012;24
31179 Murillo el Fruto;2024;23
31179 Murillo el Fruto;2023;24
31179 Murillo el Fruto;2022;27
31179 Murillo el Fruto;2021;30
31179 Murillo el Fruto;2020;31
31179 Murillo el Fruto;2019;30
31179 Murillo el Fruto;2018;32
31179 Murillo el Fruto;2017;38
31179 Murillo el Fruto;2016;34
31179 Murillo el Fruto;2015;37
31179 Murillo el Fruto;2014;40
31179 Murillo el Fruto;2013;38
31179 Murillo el Fruto;2012;36
31180 Muruzábal;2024;16
31180 Muruzábal;2023;18
31180 Muruzábal;2022;17
31180 Muruzábal;2021;16
31180 Muruzábal;2020;15
31180 Muruzábal;2019;17
31180 Muruzábal;2018;17
31180 Muruzábal;2017;22
31180 Muruzábal;2016;22
31180 Muruzábal;2015;17
31180 Muruzábal;2014;17
31180 Muruzábal;2013;19
31180 Muruzábal;2012;20
31181 Navascués/Nabaskoze;2024;.
31181 Navascués/Nabaskoze;2023;4
31181 Navascués/Nabaskoze;2022;6
31181 Navascués/Nabaskoze;2021;7
31181 Navascués/Nabaskoze;2020;6
31181 Navascués/Nabaskoze;2019;6
31181 Navascués/Nabaskoze;2018;8
31181 Navascués/Nabaskoze;2017;10
31181 Navascués/Nabaskoze;2016;9
31181 Navascués/Nabaskoze;2015;9
31181 Navascués/Nabaskoze;2014;8
31181 Navascués/Nabaskoze;2013;8
31181 Navascués/Nabaskoze;2012;7
31182 Nazar;2024;4
31182 Nazar;2023;4
31182 Nazar;2022;5
31182 Nazar;2021;5
31182 Nazar;2020;4
31182 Nazar;2019;4
31182 Nazar;2018;4
31182 Nazar;2017;4
31182 Nazar;2016;4
31182 Nazar;2015;4
31182 Nazar;2014;4
31182 Nazar;2013;4
31182 Nazar;2012;4
31183 Obanos;2024;63
31183 Obanos;2023;64
31183 Obanos;2022;69
31183 Obanos;2021;67
31183 Obanos;2020;72
31183 Obanos;2019;75
31183 Obanos;2018;75
31183 Obanos;2017;74
31183 Obanos;2016;72
31183 Obanos;2015;74
31183 Obanos;2014;65
31183 Obanos;2013;59
31183 Obanos;2012;57
31184 Oco;2024;4
31184 Oco;2023;4
31184 Oco;2022;.
31184 Oco;2021;.
31184 Oco;2020;.
31184 Oco;2019;.
31184 Oco;2018;.
31184 Oco;2017;.
31184 Oco;2016;4
31184 Oco;2015;5
31184 Oco;2014;5
31184 Oco;2013;5
31184 Oco;2012;5
31185 Ochagavía/Otsagabia;2024;41
31185 Ochagavía/Otsagabia;2023;43
31185 Ochagavía/Otsagabia;2022;47
31185 Ochagavía/Otsagabia;2021;52
31185 Ochagavía/Otsagabia;2020;56
31185 Ochagavía/Otsagabia;2019;56
31185 Ochagavía/Otsagabia;2018;65
31185 Ochagavía/Otsagabia;2017;63
31185 Ochagavía/Otsagabia;2016;60
31185 Ochagavía/Otsagabia;2015;63
31185 Ochagavía/Otsagabia;2014;61
31185 Ochagavía/Otsagabia;2013;66
31185 Ochagavía/Otsagabia;2012;63
31186 Odieta;2024;26
31186 Odieta;2023;28
31186 Odieta;2022;30
31186 Odieta;2021;32
31186 Odieta;2020;39
31186 Odieta;2019;35
31186 Odieta;2018;34
31186 Odieta;2017;32
31186 Odieta;2016;32
31186 Odieta;2015;27
31186 Odieta;2014;22
31186 Odieta;2013;22
31186 Odieta;2012;24
31187 Oiz;2024;13
31187 Oiz;2023;11
31187 Oiz;2022;11
31187 Oiz;2021;12
31187 Oiz;2020;12
31187 Oiz;2019;12
31187 Oiz;2018;12
31187 Oiz;2017;12
31187 Oiz;2016;13
31187 Oiz;2015;13
31187 Oiz;2014;15
31187 Oiz;2013;16
31187 Oiz;2012;14
31188 Olaibar;2024;21
31188 Olaibar;2023;18
31188 Olaibar;2022;21
31188 Olaibar;2021;19
31188 Olaibar;2020;20
31188 Olaibar;2019;21
31188 Olaibar;2018;19
31188 Olaibar;2017;19
31188 Olaibar;2016;18
31188 Olaibar;2015;18
31188 Olaibar;2014;13
31188 Olaibar;2013;14
31188 Olaibar;2012;20
31189 Olazti/Olazagutía;2024;79
31189 Olazti/Olazagutía;2023;83
31189 Olazti/Olazagutía;2022;91
31189 Olazti/Olazagutía;2021;92
31189 Olazti/Olazagutía;2020;100
31189 Olazti/Olazagutía;2019;102
31189 Olazti/Olazagutía;2018;105
31189 Olazti/Olazagutía;2017;108
31189 Olazti/Olazagutía;2016;114
31189 Olazti/Olazagutía;2015;107
31189 Olazti/Olazagutía;2014;103
31189 Olazti/Olazagutía;2013;106
31189 Olazti/Olazagutía;2012;103
31190 Olejua;2024;.
31190 Olejua;2023;.
31190 Olejua;2022;.
31190 Olejua;2021;.
31190 Olejua;2020;.
31190 Olejua;2019;.
31190 Olejua;2018;.
31190 Olejua;2017;.
31190 Olejua;2016;.
31190 Olejua;2015;.
31190 Olejua;2014;.
31190 Olejua;2013;.
31190 Olejua;2012;.
31191 Olite/Erriberri;2024;290
31191 Olite/Erriberri;2023;291
31191 Olite/Erriberri;2022;319
31191 Olite/Erriberri;2021;306
31191 Olite/Erriberri;2020;306
31191 Olite/Erriberri;2019;296
31191 Olite/Erriberri;2018;306
31191 Olite/Erriberri;2017;301
31191 Olite/Erriberri;2016;295
31191 Olite/Erriberri;2015;285
31191 Olite/Erriberri;2014;270
31191 Olite/Erriberri;2013;247
31191 Olite/Erriberri;2012;260
31192 Olóriz/Oloritz;2024;20
31192 Olóriz/Oloritz;2023;15
31192 Olóriz/Oloritz;2022;12
31192 Olóriz/Oloritz;2021;11
31192 Olóriz/Oloritz;2020;13
31192 Olóriz/Oloritz;2019;17
31192 Olóriz/Oloritz;2018;16
31192 Olóriz/Oloritz;2017;13
31192 Olóriz/Oloritz;2016;11
31192 Olóriz/Oloritz;2015;10
31192 Olóriz/Oloritz;2014;9
31192 Olóriz/Oloritz;2013;9
31192 Olóriz/Oloritz;2012;8
31193 Cendea de Olza/Oltza Zendea;2024;130
31193 Cendea de Olza/Oltza Zendea;2023;125
31193 Cendea de Olza/Oltza Zendea;2022;159
31193 Cendea de Olza/Oltza Zendea;2021;148
31193 Cendea de Olza/Oltza Zendea;2020;155
31193 Cendea de Olza/Oltza Zendea;2019;156
31193 Cendea de Olza/Oltza Zendea;2018;172
31193 Cendea de Olza/Oltza Zendea;2017;179
31193 Cendea de Olza/Oltza Zendea;2016;176
31193 Cendea de Olza/Oltza Zendea;2015;174
31193 Cendea de Olza/Oltza Zendea;2014;178
31193 Cendea de Olza/Oltza Zendea;2013;168
31193 Cendea de Olza/Oltza Zendea;2012;158
31194 Valle de Ollo/Ollaran;2024;20
31194 Valle de Ollo/Ollaran;2023;20
31194 Valle de Ollo/Ollaran;2022;19
31194 Valle de Ollo/Ollaran;2021;17
31194 Valle de Ollo/Ollaran;2020;23
31194 Valle de Ollo/Ollaran;2019;20
31194 Valle de Ollo/Ollaran;2018;20
31194 Valle de Ollo/Ollaran;2017;20
31194 Valle de Ollo/Ollaran;2016;17
31194 Valle de Ollo/Ollaran;2015;20
31194 Valle de Ollo/Ollaran;2014;15
31194 Valle de Ollo/Ollaran;2013;18
31194 Valle de Ollo/Ollaran;2012;17
31195 Orbaizeta;2024;15
31195 Orbaizeta;2023;14
31195 Orbaizeta;2022;15
31195 Orbaizeta;2021;17
31195 Orbaizeta;2020;16
31195 Orbaizeta;2019;19
31195 Orbaizeta;2018;19
31195 Orbaizeta;2017;21
31195 Orbaizeta;2016;17
31195 Orbaizeta;2015;17
31195 Orbaizeta;2014;17
31195 Orbaizeta;2013;19
31195 Orbaizeta;2012;19
31196 Orbara;2024;.
31196 Orbara;2023;.
31196 Orbara;2022;.
31196 Orbara;2021;.
31196 Orbara;2020;.
31196 Orbara;2019;.
31196 Orbara;2018;.
31196 Orbara;2017;.
31196 Orbara;2016;5
31196 Orbara;2015;5
31196 Orbara;2014;.
31196 Orbara;2013;4
31196 Orbara;2012;4
31197 Orísoain;2024;6
31197 Orísoain;2023;5
31197 Orísoain;2022;5
31197 Orísoain;2021;6
31197 Orísoain;2020;7
31197 Orísoain;2019;6
31197 Orísoain;2018;6
31197 Orísoain;2017;7
31197 Orísoain;2016;7
31197 Orísoain;2015;7
31197 Orísoain;2014;7
31197 Orísoain;2013;7
31197 Orísoain;2012;7
31198 Oronz/Orontze;2024;4
31198 Oronz/Orontze;2023;.
31198 Oronz/Orontze;2022;5
31198 Oronz/Orontze;2021;5
31198 Oronz/Orontze;2020;4
31198 Oronz/Orontze;2019;.
31198 Oronz/Orontze;2018;5
31198 Oronz/Orontze;2017;5
31198 Oronz/Orontze;2016;6
31198 Oronz/Orontze;2015;7
31198 Oronz/Orontze;2014;7
31198 Oronz/Orontze;2013;7
31198 Oronz/Orontze;2012;7
31199 Oroz-Betelu/Orotz-Betelu;2024;.
31199 Oroz-Betelu/Orotz-Betelu;2023;5
31199 Oroz-Betelu/Orotz-Betelu;2022;6
31199 Oroz-Betelu/Orotz-Betelu;2021;6
31199 Oroz-Betelu/Orotz-Betelu;2020;7
31199 Oroz-Betelu/Orotz-Betelu;2019;8
31199 Oroz-Betelu/Orotz-Betelu;2018;7
31199 Oroz-Betelu/Orotz-Betelu;2017;7
31199 Oroz-Betelu/Orotz-Betelu;2016;7
31199 Oroz-Betelu/Orotz-Betelu;2015;8
31199 Oroz-Betelu/Orotz-Betelu;2014;8
31199 Oroz-Betelu/Orotz-Betelu;2013;8
31199 Oroz-Betelu/Orotz-Betelu;2012;7
31200 Oteiza;2024;46
31200 Oteiza;2023;43
31200 Oteiza;2022;51
31200 Oteiza;2021;47
31200 Oteiza;2020;43
31200 Oteiza;2019;48
31200 Oteiza;2018;45
31200 Oteiza;2017;44
31200 Oteiza;2016;48
31200 Oteiza;2015;50
31200 Oteiza;2014;49
31200 Oteiza;2013;49
31200 Oteiza;2012;48
31201 Pamplona/Iruña;2024;13.239
31201 Pamplona/Iruña;2023;13.333
31201 Pamplona/Iruña;2022;15.128
31201 Pamplona/Iruña;2021;14.570
31201 Pamplona/Iruña;2020;14.448
31201 Pamplona/Iruña;2019;14.325
31201 Pamplona/Iruña;2018;14.295
31201 Pamplona/Iruña;2017;14.198
31201 Pamplona/Iruña;2016;14.088
31201 Pamplona/Iruña;2015;13.859
31201 Pamplona/Iruña;2014;13.200
31201 Pamplona/Iruña;2013;12.969
31201 Pamplona/Iruña;2012;13.233
31202 Peralta/Azkoien;2024;391
31202 Peralta/Azkoien;2023;416
31202 Peralta/Azkoien;2022;441
31202 Peralta/Azkoien;2021;437
31202 Peralta/Azkoien;2020;428
31202 Peralta/Azkoien;2019;434
31202 Peralta/Azkoien;2018;442
31202 Peralta/Azkoien;2017;431
31202 Peralta/Azkoien;2016;443
31202 Peralta/Azkoien;2015;433
31202 Peralta/Azkoien;2014;425
