Municipios;Periodo;Total
10206 Viandar de la Vera;2015;8.908
10207 Villa del Campo;2022;10.447
10207 Villa del Campo;2021;9.922
10207 Villa del Campo;2020;9.043
10207 Villa del Campo;2019;9.131
10207 Villa del Campo;2018;8.942
10207 Villa del Campo;2017;8.314
10207 Villa del Campo;2016;8.027
10207 Villa del Campo;2015;8.674
10208 Villa del Rey;2022;12.626
10208 Villa del Rey;2021;11.258
10208 Villa del Rey;2020;11.014
10208 Villa del Rey;2019;9.680
10208 Villa del Rey;2018;9.868
10208 Villa del Rey;2017;9.220
10208 Villa del Rey;2016;9.707
10208 Villa del Rey;2015;9.467
10209 Villamesías;2022;10.318
10209 Villamesías;2021;9.522
10209 Villamesías;2020;8.606
10209 Villamesías;2019;8.876
10209 Villamesías;2018;8.537
10209 Villamesías;2017;8.055
10209 Villamesías;2016;7.580
10209 Villamesías;2015;7.802
10210 Villamiel;2022;10.272
10210 Villamiel;2021;9.678
10210 Villamiel;2020;8.564
10210 Villamiel;2019;8.970
10210 Villamiel;2018;8.813
10210 Villamiel;2017;7.861
10210 Villamiel;2016;7.678
10210 Villamiel;2015;7.456
10211 Villanueva de la Sierra;2022;9.600
10211 Villanueva de la Sierra;2021;9.505
10211 Villanueva de la Sierra;2020;9.288
10211 Villanueva de la Sierra;2019;9.194
10211 Villanueva de la Sierra;2018;8.937
10211 Villanueva de la Sierra;2017;8.151
10211 Villanueva de la Sierra;2016;7.738
10211 Villanueva de la Sierra;2015;7.734
10212 Villanueva de la Vera;2022;10.281
10212 Villanueva de la Vera;2021;10.247
10212 Villanueva de la Vera;2020;9.514
10212 Villanueva de la Vera;2019;9.592
10212 Villanueva de la Vera;2018;8.904
10212 Villanueva de la Vera;2017;8.415
10212 Villanueva de la Vera;2016;8.365
10212 Villanueva de la Vera;2015;8.341
10213 Villar del Pedroso;2022;10.433
10213 Villar del Pedroso;2021;10.175
10213 Villar del Pedroso;2020;9.928
10213 Villar del Pedroso;2019;9.476
10213 Villar del Pedroso;2018;9.027
10213 Villar del Pedroso;2017;8.063
10213 Villar del Pedroso;2016;8.058
10213 Villar del Pedroso;2015;7.928
10214 Villar de Plasencia;2022;12.118
10214 Villar de Plasencia;2021;11.146
10214 Villar de Plasencia;2020;9.921
10214 Villar de Plasencia;2019;10.122
10214 Villar de Plasencia;2018;9.184
10214 Villar de Plasencia;2017;9.234
10214 Villar de Plasencia;2016;9.109
10214 Villar de Plasencia;2015;8.722
10215 Villasbuenas de Gata;2022;9.870
10215 Villasbuenas de Gata;2021;9.316
10215 Villasbuenas de Gata;2020;8.958
10215 Villasbuenas de Gata;2019;8.789
10215 Villasbuenas de Gata;2018;8.275
10215 Villasbuenas de Gata;2017;7.917
10215 Villasbuenas de Gata;2016;7.811
10215 Villasbuenas de Gata;2015;7.715
10216 Zarza de Granadilla;2022;10.015
10216 Zarza de Granadilla;2021;9.433
10216 Zarza de Granadilla;2020;8.900
10216 Zarza de Granadilla;2019;8.884
10216 Zarza de Granadilla;2018;8.426
10216 Zarza de Granadilla;2017;7.832
10216 Zarza de Granadilla;2016;7.500
10216 Zarza de Granadilla;2015;7.388
10217 Zarza de Montánchez;2022;12.436
10217 Zarza de Montánchez;2021;11.585
10217 Zarza de Montánchez;2020;10.893
10217 Zarza de Montánchez;2019;10.780
10217 Zarza de Montánchez;2018;10.250
10217 Zarza de Montánchez;2017;9.606
10217 Zarza de Montánchez;2016;9.172
10217 Zarza de Montánchez;2015;9.071
10218 Zarza la Mayor;2022;9.899
10218 Zarza la Mayor;2021;9.373
10218 Zarza la Mayor;2020;8.810
10218 Zarza la Mayor;2019;8.636
10218 Zarza la Mayor;2018;8.220
10218 Zarza la Mayor;2017;7.899
10218 Zarza la Mayor;2016;7.400
10218 Zarza la Mayor;2015;7.452
10219 Zorita;2022;10.304
10219 Zorita;2021;9.936
10219 Zorita;2020;9.429
10219 Zorita;2019;9.481
10219 Zorita;2018;9.139
10219 Zorita;2017;8.651
10219 Zorita;2016;8.366
10219 Zorita;2015;8.164
10901 Rosalejo;2022;10.000
10901 Rosalejo;2021;9.667
10901 Rosalejo;2020;9.399
10901 Rosalejo;2019;9.386
10901 Rosalejo;2018;8.726
10901 Rosalejo;2017;8.479
10901 Rosalejo;2016;8.023
10901 Rosalejo;2015;7.834
10902 Vegaviana;2022;9.382
10902 Vegaviana;2021;8.938
10902 Vegaviana;2020;8.340
10902 Vegaviana;2019;8.598
10902 Vegaviana;2018;8.115
10902 Vegaviana;2017;7.408
10902 Vegaviana;2016;7.108
10902 Vegaviana;2015;6.832
10903 Alagón del Río;2022;10.151
10903 Alagón del Río;2021;9.323
10903 Alagón del Río;2020;8.879
10903 Alagón del Río;2019;8.636
10903 Alagón del Río;2018;8.090
10903 Alagón del Río;2017;7.436
10903 Alagón del Río;2016;7.134
10903 Alagón del Río;2015;7.078
10904 Tiétar;2022;10.333
10904 Tiétar;2021;10.008
10904 Tiétar;2020;9.498
10904 Tiétar;2019;9.573
10904 Tiétar;2018;9.185
10904 Tiétar;2017;8.676
10904 Tiétar;2016;8.225
10904 Tiétar;2015;8.251
10905 Pueblonuevo de Miramontes;2022;9.879
10905 Pueblonuevo de Miramontes;2021;9.554
10905 Pueblonuevo de Miramontes;2020;8.883
10905 Pueblonuevo de Miramontes;2019;8.752
10905 Pueblonuevo de Miramontes;2018;8.178
10905 Pueblonuevo de Miramontes;2017;8.055
10905 Pueblonuevo de Miramontes;2016;7.749
10905 Pueblonuevo de Miramontes;2015;7.627
11001 Alcalá de los Gazules;2022;10.229
11001 Alcalá de los Gazules;2021;9.569
11001 Alcalá de los Gazules;2020;8.941
11001 Alcalá de los Gazules;2019;8.860
11001 Alcalá de los Gazules;2018;8.269
11001 Alcalá de los Gazules;2017;7.633
11001 Alcalá de los Gazules;2016;7.324
11001 Alcalá de los Gazules;2015;7.002
11002 Alcalá del Valle;2022;9.421
11002 Alcalá del Valle;2021;8.905
11002 Alcalá del Valle;2020;8.278
11002 Alcalá del Valle;2019;8.091
11002 Alcalá del Valle;2018;7.550
11002 Alcalá del Valle;2017;7.042
11002 Alcalá del Valle;2016;6.587
11002 Alcalá del Valle;2015;6.415
11003 Algar;2022;9.838
11003 Algar;2021;9.354
11003 Algar;2020;9.013
11003 Algar;2019;8.856
11003 Algar;2018;8.439
11003 Algar;2017;8.142
11003 Algar;2016;7.978
11003 Algar;2015;7.798
11004 Algeciras;2022;11.724
11004 Algeciras;2021;11.148
11004 Algeciras;2020;10.665
11004 Algeciras;2019;10.679
11004 Algeciras;2018;10.139
11004 Algeciras;2017;9.792
11004 Algeciras;2016;9.594
11004 Algeciras;2015;9.385
11005 Algodonales;2022;9.668
11005 Algodonales;2021;9.186
11005 Algodonales;2020;8.560
11005 Algodonales;2019;8.368
11005 Algodonales;2018;7.990
11005 Algodonales;2017;7.559
11005 Algodonales;2016;7.256
11005 Algodonales;2015;6.886
11006 Arcos de la Frontera;2022;9.630
11006 Arcos de la Frontera;2021;9.016
11006 Arcos de la Frontera;2020;8.454
11006 Arcos de la Frontera;2019;8.483
11006 Arcos de la Frontera;2018;7.976
11006 Arcos de la Frontera;2017;7.506
11006 Arcos de la Frontera;2016;7.063
11006 Arcos de la Frontera;2015;6.881
11007 Barbate;2022;9.563
11007 Barbate;2021;8.912
11007 Barbate;2020;8.200
11007 Barbate;2019;8.126
11007 Barbate;2018;7.636
11007 Barbate;2017;7.200
11007 Barbate;2016;6.894
11007 Barbate;2015;6.676
11008 Barrios, Los;2022;12.237
11008 Barrios, Los;2021;11.666
11008 Barrios, Los;2020;10.904
11008 Barrios, Los;2019;10.927
11008 Barrios, Los;2018;10.374
11008 Barrios, Los;2017;9.965
11008 Barrios, Los;2016;9.386
11008 Barrios, Los;2015;9.258
11009 Benaocaz;2022;11.772
11009 Benaocaz;2021;11.137
11009 Benaocaz;2020;10.260
11009 Benaocaz;2019;9.968
11009 Benaocaz;2018;9.394
11009 Benaocaz;2017;9.287
11009 Benaocaz;2016;9.435
11009 Benaocaz;2015;8.554
11010 Bornos;2022;9.301
11010 Bornos;2021;8.779
11010 Bornos;2020;8.358
11010 Bornos;2019;8.332
11010 Bornos;2018;7.758
11010 Bornos;2017;7.323
11010 Bornos;2016;6.905
11010 Bornos;2015;6.650
11011 Bosque, El;2022;11.134
11011 Bosque, El;2021;10.312
11011 Bosque, El;2020;9.732
11011 Bosque, El;2019;9.749
11011 Bosque, El;2018;9.134
11011 Bosque, El;2017;8.789
11011 Bosque, El;2016;8.123
11011 Bosque, El;2015;7.856
11012 Cádiz;2022;14.432
11012 Cádiz;2021;13.608
11012 Cádiz;2020;12.997
11012 Cádiz;2019;12.884
11012 Cádiz;2018;12.284
11012 Cádiz;2017;11.698
11012 Cádiz;2016;11.396
11012 Cádiz;2015;11.132
11013 Castellar de la Frontera;2022;10.827
11013 Castellar de la Frontera;2021;10.167
11013 Castellar de la Frontera;2020;9.417
11013 Castellar de la Frontera;2019;9.342
11013 Castellar de la Frontera;2018;8.947
11013 Castellar de la Frontera;2017;8.312
11013 Castellar de la Frontera;2016;8.005
11013 Castellar de la Frontera;2015;7.603
11014 Conil de la Frontera;2022;10.701
11014 Conil de la Frontera;2021;10.155
11014 Conil de la Frontera;2020;9.270
11014 Conil de la Frontera;2019;9.321
11014 Conil de la Frontera;2018;8.658
11014 Conil de la Frontera;2017;8.147
11014 Conil de la Frontera;2016;7.834
11014 Conil de la Frontera;2015;7.531
11015 Chiclana de la Frontera;2022;10.713
11015 Chiclana de la Frontera;2021;10.038
11015 Chiclana de la Frontera;2020;9.391
11015 Chiclana de la Frontera;2019;9.353
11015 Chiclana de la Frontera;2018;8.727
11015 Chiclana de la Frontera;2017;8.212
11015 Chiclana de la Frontera;2016;7.881
11015 Chiclana de la Frontera;2015;7.720
11016 Chipiona;2022;9.107
11016 Chipiona;2021;8.553
11016 Chipiona;2020;7.836
11016 Chipiona;2019;7.801
11016 Chipiona;2018;7.299
11016 Chipiona;2017;6.870
11016 Chipiona;2016;6.577
11016 Chipiona;2015;6.297
11017 Espera;2022;9.775
11017 Espera;2021;9.147
11017 Espera;2020;8.649
11017 Espera;2019;8.650
11017 Espera;2018;7.973
11017 Espera;2017;7.474
11017 Espera;2016;7.015
11017 Espera;2015;6.811
11018 Gastor, El;2022;10.286
11018 Gastor, El;2021;9.658
11018 Gastor, El;2020;8.965
11018 Gastor, El;2019;9.004
11018 Gastor, El;2018;8.514
11018 Gastor, El;2017;7.898
11018 Gastor, El;2016;7.335
11018 Gastor, El;2015;7.058
11019 Grazalema;2022;10.232
11019 Grazalema;2021;9.657
11019 Grazalema;2020;9.120
11019 Grazalema;2019;8.929
11019 Grazalema;2018;8.459
11019 Grazalema;2017;7.862
11019 Grazalema;2016;7.566
11019 Grazalema;2015;7.299
11020 Jerez de la Frontera;2022;11.413
11020 Jerez de la Frontera;2021;10.661
11020 Jerez de la Frontera;2020;10.049
11020 Jerez de la Frontera;2019;9.970
11020 Jerez de la Frontera;2018;9.447
11020 Jerez de la Frontera;2017;8.945
11020 Jerez de la Frontera;2016;8.604
11020 Jerez de la Frontera;2015;8.405
11021 Jimena de la Frontera;2022;10.051
11021 Jimena de la Frontera;2021;9.499
11021 Jimena de la Frontera;2020;9.034
11021 Jimena de la Frontera;2019;8.728
11021 Jimena de la Frontera;2018;8.122
11021 Jimena de la Frontera;2017;7.420
11021 Jimena de la Frontera;2016;7.104
11021 Jimena de la Frontera;2015;6.792
11022 Línea de la Concepción, La;2022;10.552
11022 Línea de la Concepción, La;2021;9.928
11022 Línea de la Concepción, La;2020;9.187
11022 Línea de la Concepción, La;2019;9.090
11022 Línea de la Concepción, La;2018;8.523
11022 Línea de la Concepción, La;2017;8.125
11022 Línea de la Concepción, La;2016;7.716
11022 Línea de la Concepción, La;2015;7.777
11023 Medina Sidonia;2022;9.796
11023 Medina Sidonia;2021;9.192
11023 Medina Sidonia;2020;8.624
11023 Medina Sidonia;2019;8.583
11023 Medina Sidonia;2018;8.111
11023 Medina Sidonia;2017;7.642
11023 Medina Sidonia;2016;7.242
11023 Medina Sidonia;2015;6.964
11024 Olvera;2022;10.354
11024 Olvera;2021;9.910
11024 Olvera;2020;9.370
11024 Olvera;2019;9.260
11024 Olvera;2018;8.965
11024 Olvera;2017;8.509
11024 Olvera;2016;8.244
11024 Olvera;2015;7.874
11025 Paterna de Rivera;2022;9.157
11025 Paterna de Rivera;2021;8.546
11025 Paterna de Rivera;2020;8.157
11025 Paterna de Rivera;2019;7.937
11025 Paterna de Rivera;2018;7.589
11025 Paterna de Rivera;2017;6.947
11025 Paterna de Rivera;2016;6.480
11025 Paterna de Rivera;2015;6.215
11026 Prado del Rey;2022;9.371
11026 Prado del Rey;2021;8.765
11026 Prado del Rey;2020;8.163
11026 Prado del Rey;2019;7.969
11026 Prado del Rey;2018;7.585
11026 Prado del Rey;2017;7.044
11026 Prado del Rey;2016;6.649
11026 Prado del Rey;2015;6.405
11027 Puerto de Santa María, El;2022;12.235
11027 Puerto de Santa María, El;2021;11.412
11027 Puerto de Santa María, El;2020;10.829
11027 Puerto de Santa María, El;2019;10.756
11027 Puerto de Santa María, El;2018;10.307
11027 Puerto de Santa María, El;2017;9.741
11027 Puerto de Santa María, El;2016;9.401
11027 Puerto de Santa María, El;2015;9.152
11028 Puerto Real;2022;11.937
11028 Puerto Real;2021;11.296
11028 Puerto Real;2020;10.811
11028 Puerto Real;2019;10.759
11028 Puerto Real;2018;10.274
11028 Puerto Real;2017;9.713
11028 Puerto Real;2016;9.336
11028 Puerto Real;2015;9.027
11029 Puerto Serrano;2022;8.570
11029 Puerto Serrano;2021;8.165
11029 Puerto Serrano;2020;7.773
11029 Puerto Serrano;2019;7.638
11029 Puerto Serrano;2018;7.037
11029 Puerto Serrano;2017;6.529
11029 Puerto Serrano;2016;6.223
11029 Puerto Serrano;2015;5.953
11030 Rota;2022;12.029
11030 Rota;2021;11.377
11030 Rota;2020;10.725
11030 Rota;2019;10.603
11030 Rota;2018;10.052
11030 Rota;2017;9.710
11030 Rota;2016;9.291
11030 Rota;2015;8.995
11031 San Fernando;2022;12.024
11031 San Fernando;2021;11.369
11031 San Fernando;2020;10.835
11031 San Fernando;2019;10.731
11031 San Fernando;2018;10.208
11031 San Fernando;2017;9.699
11031 San Fernando;2016;9.458
11031 San Fernando;2015;9.219
11032 Sanlúcar de Barrameda;2022;9.422
11032 Sanlúcar de Barrameda;2021;8.849
11032 Sanlúcar de Barrameda;2020;8.344
11032 Sanlúcar de Barrameda;2019;8.286
11032 Sanlúcar de Barrameda;2018;7.720
11032 Sanlúcar de Barrameda;2017;7.302
11032 Sanlúcar de Barrameda;2016;7.032
11032 Sanlúcar de Barrameda;2015;6.753
11033 San Roque;2022;12.299
11033 San Roque;2021;11.234
11033 San Roque;2020;10.477
11033 San Roque;2019;10.442
11033 San Roque;2018;9.609
11033 San Roque;2017;9.205
11033 San Roque;2016;8.614
11033 San Roque;2015;8.668
11034 Setenil de las Bodegas;2022;10.406
11034 Setenil de las Bodegas;2021;9.817
11034 Setenil de las Bodegas;2020;9.230
11034 Setenil de las Bodegas;2019;9.055
11034 Setenil de las Bodegas;2018;8.587
11034 Setenil de las Bodegas;2017;7.994
11034 Setenil de las Bodegas;2016;7.573
11034 Setenil de las Bodegas;2015;7.280
11035 Tarifa;2022;11.822
11035 Tarifa;2021;11.003
11035 Tarifa;2020;10.000
11035 Tarifa;2019;10.169
11035 Tarifa;2018;9.572
11035 Tarifa;2017;9.051
11035 Tarifa;2016;8.719
11035 Tarifa;2015;8.473
11036 Torre Alháquime;2022;9.551
11036 Torre Alháquime;2021;9.010
11036 Torre Alháquime;2020;8.618
11036 Torre Alháquime;2019;8.283
11036 Torre Alháquime;2018;8.134
11036 Torre Alháquime;2017;7.802
11036 Torre Alháquime;2016;7.361
11036 Torre Alháquime;2015;7.185
11037 Trebujena;2022;11.295
11037 Trebujena;2021;10.610
11037 Trebujena;2020;10.040
11037 Trebujena;2019;9.679
11037 Trebujena;2018;9.120
11037 Trebujena;2017;8.553
11037 Trebujena;2016;8.152
11037 Trebujena;2015;7.778
11038 Ubrique;2022;11.102
11038 Ubrique;2021;10.326
11038 Ubrique;2020;9.708
11038 Ubrique;2019;9.718
11038 Ubrique;2018;9.106
11038 Ubrique;2017;8.485
11038 Ubrique;2016;8.211
11038 Ubrique;2015;7.985
11039 Vejer de la Frontera;2022;9.668
11039 Vejer de la Frontera;2021;9.062
11039 Vejer de la Frontera;2020;8.431
11039 Vejer de la Frontera;2019;8.432
11039 Vejer de la Frontera;2018;7.863
11039 Vejer de la Frontera;2017;7.351
11039 Vejer de la Frontera;2016;6.930
11039 Vejer de la Frontera;2015;6.656
11040 Villaluenga del Rosario;2022;11.564
11040 Villaluenga del Rosario;2021;10.698
11040 Villaluenga del Rosario;2020;10.258
11040 Villaluenga del Rosario;2019;10.894
11040 Villaluenga del Rosario;2018;10.036
11040 Villaluenga del Rosario;2017;9.359
11040 Villaluenga del Rosario;2016;8.812
11040 Villaluenga del Rosario;2015;8.480
11041 Villamartín;2022;10.101
11041 Villamartín;2021;9.456
11041 Villamartín;2020;8.924
11041 Villamartín;2019;8.795
11041 Villamartín;2018;8.208
11041 Villamartín;2017;7.783
11041 Villamartín;2016;7.318
11041 Villamartín;2015;7.096
11042 Zahara;2022;10.719
11042 Zahara;2021;10.191
11042 Zahara;2020;9.453
11042 Zahara;2019;9.351
11042 Zahara;2018;8.889
11042 Zahara;2017;8.516
11042 Zahara;2016;8.245
11042 Zahara;2015;8.014
11901 Benalup-Casas Viejas;2022;9.864
11901 Benalup-Casas Viejas;2021;9.252
11901 Benalup-Casas Viejas;2020;8.799
11901 Benalup-Casas Viejas;2019;8.710
11901 Benalup-Casas Viejas;2018;8.106
11901 Benalup-Casas Viejas;2017;7.558
11901 Benalup-Casas Viejas;2016;7.118
11901 Benalup-Casas Viejas;2015;6.719
11902 San José del Valle;2022;9.580
11902 San José del Valle;2021;8.855
11902 San José del Valle;2020;8.363
11902 San José del Valle;2019;8.269
11902 San José del Valle;2018;7.647
11902 San José del Valle;2017;7.215
11902 San José del Valle;2016;6.774
11902 San José del Valle;2015;6.709
11903 San Martín del Tesorillo;2022;8.778
11903 San Martín del Tesorillo;2021;8.173
11903 San Martín del Tesorillo;2020;7.775
11903 San Martín del Tesorillo;2019;7.618
11903 San Martín del Tesorillo;2018;7.307
11903 San Martín del Tesorillo;2017;
11903 San Martín del Tesorillo;2016;
11903 San Martín del Tesorillo;2015;
39001 Alfoz de Lloredo;2022;12.962
39001 Alfoz de Lloredo;2021;12.470
39001 Alfoz de Lloredo;2020;11.589
39001 Alfoz de Lloredo;2019;11.387
39001 Alfoz de Lloredo;2018;10.725
39001 Alfoz de Lloredo;2017;10.267
39001 Alfoz de Lloredo;2016;10.216
39001 Alfoz de Lloredo;2015;10.164
39002 Ampuero;2022;12.879
39002 Ampuero;2021;11.663
39002 Ampuero;2020;11.220
39002 Ampuero;2019;11.421
39002 Ampuero;2018;10.936
39002 Ampuero;2017;10.421
39002 Ampuero;2016;10.209
39002 Ampuero;2015;9.962
39003 Anievas;2022;12.735
39003 Anievas;2021;12.334
39003 Anievas;2020;11.981
39003 Anievas;2019;12.327
39003 Anievas;2018;11.219
39003 Anievas;2017;10.600
39003 Anievas;2016;10.547
39003 Anievas;2015;10.456
39004 Arenas de Iguña;2022;12.805
39004 Arenas de Iguña;2021;12.237
39004 Arenas de Iguña;2020;11.859
39004 Arenas de Iguña;2019;11.883
39004 Arenas de Iguña;2018;11.351
39004 Arenas de Iguña;2017;10.732
39004 Arenas de Iguña;2016;10.515
39004 Arenas de Iguña;2015;10.437
39005 Argoños;2022;14.143
39005 Argoños;2021;13.089
39005 Argoños;2020;12.520
39005 Argoños;2019;12.629
39005 Argoños;2018;12.233
39005 Argoños;2017;11.458
39005 Argoños;2016;11.436
39005 Argoños;2015;10.922
39006 Arnuero;2022;13.206
39006 Arnuero;2021;12.578
39006 Arnuero;2020;11.612
39006 Arnuero;2019;11.618
39006 Arnuero;2018;10.925
39006 Arnuero;2017;10.453
39006 Arnuero;2016;10.067
39006 Arnuero;2015;9.894
39007 Arredondo;2022;11.179
39007 Arredondo;2021;10.394
39007 Arredondo;2020;9.941
39007 Arredondo;2019;9.842
39007 Arredondo;2018;9.168
39007 Arredondo;2017;8.824
39007 Arredondo;2016;8.946
39007 Arredondo;2015;8.584
39008 Astillero, El;2022;13.513
39008 Astillero, El;2021;12.824
39008 Astillero, El;2020;12.295
39008 Astillero, El;2019;12.240
39008 Astillero, El;2018;11.830
39008 Astillero, El;2017;11.248
39008 Astillero, El;2016;10.850
39008 Astillero, El;2015;10.728
39009 Bárcena de Cicero;2022;13.235
39009 Bárcena de Cicero;2021;12.626
39009 Bárcena de Cicero;2020;11.989
39009 Bárcena de Cicero;2019;11.757
39009 Bárcena de Cicero;2018;11.440
39009 Bárcena de Cicero;2017;11.182
39009 Bárcena de Cicero;2016;10.918
39009 Bárcena de Cicero;2015;10.680
39010 Bárcena de Pie de Concha;2022;14.673
39010 Bárcena de Pie de Concha;2021;14.403
39010 Bárcena de Pie de Concha;2020;13.667
39010 Bárcena de Pie de Concha;2019;13.363
39010 Bárcena de Pie de Concha;2018;12.918
39010 Bárcena de Pie de Concha;2017;11.781
39010 Bárcena de Pie de Concha;2016;11.585
39010 Bárcena de Pie de Concha;2015;11.347
39011 Bareyo;2022;12.395
39011 Bareyo;2021;11.757
39011 Bareyo;2020;10.904
39011 Bareyo;2019;11.406
39011 Bareyo;2018;10.862
39011 Bareyo;2017;10.288
39011 Bareyo;2016;9.746
39011 Bareyo;2015;9.920
39012 Cabezón de la Sal;2022;13.172
39012 Cabezón de la Sal;2021;12.336
39012 Cabezón de la Sal;2020;11.670
39012 Cabezón de la Sal;2019;11.581
39012 Cabezón de la Sal;2018;10.927
39012 Cabezón de la Sal;2017;10.302
39012 Cabezón de la Sal;2016;9.932
39012 Cabezón de la Sal;2015;9.587
39013 Cabezón de Liébana;2022;13.620
39013 Cabezón de Liébana;2021;12.828
39013 Cabezón de Liébana;2020;12.495
39013 Cabezón de Liébana;2019;12.854
39013 Cabezón de Liébana;2018;12.870
39013 Cabezón de Liébana;2017;13.093
39013 Cabezón de Liébana;2016;11.739
39013 Cabezón de Liébana;2015;10.931
39014 Cabuérniga;2022;13.606
39014 Cabuérniga;2021;12.331
39014 Cabuérniga;2020;11.585
39014 Cabuérniga;2019;11.487
39014 Cabuérniga;2018;10.955
39014 Cabuérniga;2017;10.580
39014 Cabuérniga;2016;10.297
39014 Cabuérniga;2015;10.127
39015 Camaleño;2022;14.529
39015 Camaleño;2021;13.567
39015 Camaleño;2020;12.072
39015 Camaleño;2019;12.114
39015 Camaleño;2018;12.179
39015 Camaleño;2017;11.528
39015 Camaleño;2016;11.203
39015 Camaleño;2015;10.665
39016 Camargo;2022;13.925
39016 Camargo;2021;13.042
39016 Camargo;2020;12.689
39016 Camargo;2019;12.494
39016 Camargo;2018;11.914
39016 Camargo;2017;11.490
39016 Camargo;2016;11.076
39016 Camargo;2015;10.930
39017 Campoo de Yuso;2022;12.381
39017 Campoo de Yuso;2021;12.197
39017 Campoo de Yuso;2020;11.903
39017 Campoo de Yuso;2019;11.635
39017 Campoo de Yuso;2018;11.119
39017 Campoo de Yuso;2017;10.669
39017 Campoo de Yuso;2016;9.974
39017 Campoo de Yuso;2015;9.967
39018 Cartes;2022;12.374
39018 Cartes;2021;11.540
39018 Cartes;2020;10.998
39018 Cartes;2019;10.984
39018 Cartes;2018;10.470
39018 Cartes;2017;9.862
39018 Cartes;2016;9.470
39018 Cartes;2015;9.249
39019 Castañeda;2022;13.209
39019 Castañeda;2021;12.523
39019 Castañeda;2020;11.897
39019 Castañeda;2019;11.916
39019 Castañeda;2018;11.200
39019 Castañeda;2017;10.796
39019 Castañeda;2016;10.359
39019 Castañeda;2015;10.133
39020 Castro-Urdiales;2022;14.445
39020 Castro-Urdiales;2021;13.532
39020 Castro-Urdiales;2020;13.093
39020 Castro-Urdiales;2019;13.051
39020 Castro-Urdiales;2018;12.507
39020 Castro-Urdiales;2017;11.984
39020 Castro-Urdiales;2016;11.735
39020 Castro-Urdiales;2015;11.506
39021 Cieza;2022;12.679
39021 Cieza;2021;12.273
39021 Cieza;2020;11.912
39021 Cieza;2019;12.086
39021 Cieza;2018;11.938
39021 Cieza;2017;11.130
39021 Cieza;2016;11.073
39021 Cieza;2015;10.940
39022 Cillorigo de Liébana;2022;12.173
39022 Cillorigo de Liébana;2021;11.659
39022 Cillorigo de Liébana;2020;10.750
39022 Cillorigo de Liébana;2019;10.608
39022 Cillorigo de Liébana;2018;10.555
39022 Cillorigo de Liébana;2017;9.843
39022 Cillorigo de Liébana;2016;9.241
39022 Cillorigo de Liébana;2015;9.026
39023 Colindres;2022;13.194
39023 Colindres;2021;12.575
39023 Colindres;2020;11.852
39023 Colindres;2019;11.723
39023 Colindres;2018;11.314
39023 Colindres;2017;10.925
39023 Colindres;2016;10.518
39023 Colindres;2015;10.157
39024 Comillas;2022;13.237
39024 Comillas;2021;12.471
39024 Comillas;2020;11.779
39024 Comillas;2019;11.686
39024 Comillas;2018;10.889
39024 Comillas;2017;10.344
39024 Comillas;2016;10.396
39024 Comillas;2015;10.128
39025 Corrales de Buelna, Los;2022;12.909
39025 Corrales de Buelna, Los;2021;12.289
39025 Corrales de Buelna, Los;2020;11.710
39025 Corrales de Buelna, Los;2019;11.808
39025 Corrales de Buelna, Los;2018;11.170
39025 Corrales de Buelna, Los;2017;10.767
39025 Corrales de Buelna, Los;2016;10.545
39025 Corrales de Buelna, Los;2015;10.191
39026 Corvera de Toranzo;2022;12.547
39026 Corvera de Toranzo;2021;11.919
39026 Corvera de Toranzo;2020;11.225
39026 Corvera de Toranzo;2019;11.087
39026 Corvera de Toranzo;2018;10.487
39026 Corvera de Toranzo;2017;10.102
39026 Corvera de Toranzo;2016;9.662
39026 Corvera de Toranzo;2015;9.558
39027 Campoo de Enmedio;2022;14.419
39027 Campoo de Enmedio;2021;14.072
39027 Campoo de Enmedio;2020;13.352
39027 Campoo de Enmedio;2019;13.220
39027 Campoo de Enmedio;2018;12.746
39027 Campoo de Enmedio;2017;12.278
39027 Campoo de Enmedio;2016;11.921
39027 Campoo de Enmedio;2015;11.652
39028 Entrambasaguas;2022;13.441
39028 Entrambasaguas;2021;12.415
39028 Entrambasaguas;2020;11.836
39028 Entrambasaguas;2019;11.950
39028 Entrambasaguas;2018;11.441
39028 Entrambasaguas;2017;10.932
39028 Entrambasaguas;2016;10.705
39028 Entrambasaguas;2015;10.306
39029 Escalante;2022;14.548
39029 Escalante;2021;14.792
39029 Escalante;2020;14.087
39029 Escalante;2019;13.556
39029 Escalante;2018;12.962
39029 Escalante;2017;12.270
39029 Escalante;2016;11.905
39029 Escalante;2015;11.551
39030 Guriezo;2022;12.989
39030 Guriezo;2021;12.438
39030 Guriezo;2020;11.991
39030 Guriezo;2019;12.546
39030 Guriezo;2018;11.725
39030 Guriezo;2017;11.389
39030 Guriezo;2016;10.909
39030 Guriezo;2015;10.505
39031 Hazas de Cesto;2022;12.825
39031 Hazas de Cesto;2021;12.278
39031 Hazas de Cesto;2020;11.583
39031 Hazas de Cesto;2019;11.828
39031 Hazas de Cesto;2018;11.294
39031 Hazas de Cesto;2017;10.541
39031 Hazas de Cesto;2016;10.155
39031 Hazas de Cesto;2015;10.123
39032 Hermandad de Campoo de Suso;2022;16.891
39032 Hermandad de Campoo de Suso;2021;15.612
39032 Hermandad de Campoo de Suso;2020;15.104
39032 Hermandad de Campoo de Suso;2019;15.205
39032 Hermandad de Campoo de Suso;2018;14.536
39032 Hermandad de Campoo de Suso;2017;14.030
