Municipios;Periodo;Total
19305 Valdepeñas de la Sierra;2021;14.532
19305 Valdepeñas de la Sierra;2020;13.739
19305 Valdepeñas de la Sierra;2019;13.822
19305 Valdepeñas de la Sierra;2018;11.217
19305 Valdepeñas de la Sierra;2017;13.016
19305 Valdepeñas de la Sierra;2016;12.817
19305 Valdepeñas de la Sierra;2015;12.152
19306 Valderrebollo;2022;15.605
19306 Valderrebollo;2021;14.898
19306 Valderrebollo;2020;13.966
19306 Valderrebollo;2019;.
19306 Valderrebollo;2018;.
19306 Valderrebollo;2017;.
19306 Valderrebollo;2016;.
19306 Valderrebollo;2015;.
19307 Valdesotos;2022;15.121
19307 Valdesotos;2021;14.898
19307 Valdesotos;2020;13.966
19307 Valdesotos;2019;.
19307 Valdesotos;2018;.
19307 Valdesotos;2017;.
19307 Valdesotos;2016;.
19307 Valdesotos;2015;.
19308 Valfermoso de Tajuña;2022;15.765
19308 Valfermoso de Tajuña;2021;14.898
19308 Valfermoso de Tajuña;2020;13.966
19308 Valfermoso de Tajuña;2019;.
19308 Valfermoso de Tajuña;2018;.
19308 Valfermoso de Tajuña;2017;.
19308 Valfermoso de Tajuña;2016;.
19308 Valfermoso de Tajuña;2015;.
19309 Valhermoso;2022;14.677
19309 Valhermoso;2021;14.898
19309 Valhermoso;2020;13.966
19309 Valhermoso;2019;.
19309 Valhermoso;2018;.
19309 Valhermoso;2017;.
19309 Valhermoso;2016;.
19309 Valhermoso;2015;.
19310 Valtablado del Río;2022;16.902
19310 Valtablado del Río;2021;14.898
19310 Valtablado del Río;2020;13.966
19310 Valtablado del Río;2019;.
19310 Valtablado del Río;2018;.
19310 Valtablado del Río;2017;.
19310 Valtablado del Río;2016;.
19310 Valtablado del Río;2015;.
19311 Valverde de los Arroyos;2022;15.121
19311 Valverde de los Arroyos;2021;14.898
19311 Valverde de los Arroyos;2020;13.966
19311 Valverde de los Arroyos;2019;.
19311 Valverde de los Arroyos;2018;.
19311 Valverde de los Arroyos;2017;.
19311 Valverde de los Arroyos;2016;.
19311 Valverde de los Arroyos;2015;.
19314 Viana de Jadraque;2022;15.121
19314 Viana de Jadraque;2021;14.898
19314 Viana de Jadraque;2020;13.966
19314 Viana de Jadraque;2019;.
19314 Viana de Jadraque;2018;.
19314 Viana de Jadraque;2017;.
19314 Viana de Jadraque;2016;.
19314 Viana de Jadraque;2015;.
19317 Villanueva de Alcorón;2022;14.237
19317 Villanueva de Alcorón;2021;12.982
19317 Villanueva de Alcorón;2020;11.702
19317 Villanueva de Alcorón;2019;10.258
19317 Villanueva de Alcorón;2018;10.633
19317 Villanueva de Alcorón;2017;10.162
19317 Villanueva de Alcorón;2016;8.975
19317 Villanueva de Alcorón;2015;8.857
19318 Villanueva de Argecilla;2022;15.605
19318 Villanueva de Argecilla;2021;14.898
19318 Villanueva de Argecilla;2020;13.966
19318 Villanueva de Argecilla;2019;.
19318 Villanueva de Argecilla;2018;.
19318 Villanueva de Argecilla;2017;.
19318 Villanueva de Argecilla;2016;.
19318 Villanueva de Argecilla;2015;.
19319 Villanueva de la Torre;2022;13.942
19319 Villanueva de la Torre;2021;13.018
19319 Villanueva de la Torre;2020;12.406
19319 Villanueva de la Torre;2019;12.212
19319 Villanueva de la Torre;2018;11.675
19319 Villanueva de la Torre;2017;11.169
19319 Villanueva de la Torre;2016;11.084
19319 Villanueva de la Torre;2015;10.625
19321 Villares de Jadraque;2022;15.121
19321 Villares de Jadraque;2021;14.898
19321 Villares de Jadraque;2020;13.966
19321 Villares de Jadraque;2019;.
19321 Villares de Jadraque;2018;.
19321 Villares de Jadraque;2017;.
19321 Villares de Jadraque;2016;.
19321 Villares de Jadraque;2015;.
19322 Villaseca de Henares;2022;15.605
19322 Villaseca de Henares;2021;14.898
19322 Villaseca de Henares;2020;13.966
19322 Villaseca de Henares;2019;.
19322 Villaseca de Henares;2018;.
19322 Villaseca de Henares;2017;.
19322 Villaseca de Henares;2016;.
19322 Villaseca de Henares;2015;.
19323 Villaseca de Uceda;2022;15.765
19323 Villaseca de Uceda;2021;14.898
19323 Villaseca de Uceda;2020;13.966
19323 Villaseca de Uceda;2019;.
19323 Villaseca de Uceda;2018;.
19323 Villaseca de Uceda;2017;.
19323 Villaseca de Uceda;2016;.
19323 Villaseca de Uceda;2015;.
19324 Villel de Mesa;2022;10.661
19324 Villel de Mesa;2021;10.193
19324 Villel de Mesa;2020;9.594
19324 Villel de Mesa;2019;8.996
19324 Villel de Mesa;2018;8.892
19324 Villel de Mesa;2017;8.624
19324 Villel de Mesa;2016;8.703
19324 Villel de Mesa;2015;8.407
19325 Viñuelas;2022;15.626
19325 Viñuelas;2021;16.582
19325 Viñuelas;2020;14.970
19325 Viñuelas;2019;.
19325 Viñuelas;2018;.
19325 Viñuelas;2017;.
19325 Viñuelas;2016;.
19325 Viñuelas;2015;13.732
19326 Yebes;2022;13.324
19326 Yebes;2021;12.661
19326 Yebes;2020;12.268
19326 Yebes;2019;12.445
19326 Yebes;2018;12.145
19326 Yebes;2017;11.480
19326 Yebes;2016;11.680
19326 Yebes;2015;11.389
19327 Yebra;2022;13.360
19327 Yebra;2021;13.015
19327 Yebra;2020;13.151
19327 Yebra;2019;12.506
19327 Yebra;2018;13.134
19327 Yebra;2017;11.869
19327 Yebra;2016;11.357
19327 Yebra;2015;10.922
19329 Yélamos de Abajo;2022;15.605
19329 Yélamos de Abajo;2021;14.898
19329 Yélamos de Abajo;2020;13.966
19329 Yélamos de Abajo;2019;.
19329 Yélamos de Abajo;2018;.
19329 Yélamos de Abajo;2017;.
19329 Yélamos de Abajo;2016;.
19329 Yélamos de Abajo;2015;.
19330 Yélamos de Arriba;2022;15.605
19330 Yélamos de Arriba;2021;14.898
19330 Yélamos de Arriba;2020;13.966
19330 Yélamos de Arriba;2019;.
19330 Yélamos de Arriba;2018;.
19330 Yélamos de Arriba;2017;.
19330 Yélamos de Arriba;2016;.
19330 Yélamos de Arriba;2015;.
19331 Yunquera de Henares;2022;11.428
19331 Yunquera de Henares;2021;10.842
19331 Yunquera de Henares;2020;10.217
19331 Yunquera de Henares;2019;10.287
19331 Yunquera de Henares;2018;9.939
19331 Yunquera de Henares;2017;9.803
19331 Yunquera de Henares;2016;9.486
19331 Yunquera de Henares;2015;9.409
19332 Yunta, La;2022;14.677
19332 Yunta, La;2021;14.898
19332 Yunta, La;2020;13.966
19332 Yunta, La;2019;.
19332 Yunta, La;2018;.
19332 Yunta, La;2017;.
19332 Yunta, La;2016;10.004
19332 Yunta, La;2015;8.740
19333 Zaorejas;2022;16.247
19333 Zaorejas;2021;13.663
19333 Zaorejas;2020;13.650
19333 Zaorejas;2019;14.315
19333 Zaorejas;2018;14.095
19333 Zaorejas;2017;13.724
19333 Zaorejas;2016;12.874
19333 Zaorejas;2015;13.554
19334 Zarzuela de Jadraque;2022;15.121
19334 Zarzuela de Jadraque;2021;14.898
19334 Zarzuela de Jadraque;2020;13.966
19334 Zarzuela de Jadraque;2019;.
19334 Zarzuela de Jadraque;2018;.
19334 Zarzuela de Jadraque;2017;.
19334 Zarzuela de Jadraque;2016;.
19334 Zarzuela de Jadraque;2015;.
19335 Zorita de los Canes;2022;15.765
19335 Zorita de los Canes;2021;14.898
19335 Zorita de los Canes;2020;13.966
19335 Zorita de los Canes;2019;.
19335 Zorita de los Canes;2018;.
19335 Zorita de los Canes;2017;.
19335 Zorita de los Canes;2016;.
19335 Zorita de los Canes;2015;.
19901 Semillas;2022;15.121
19901 Semillas;2021;14.898
19901 Semillas;2020;13.966
19901 Semillas;2019;.
19901 Semillas;2018;.
19901 Semillas;2017;.
19901 Semillas;2016;.
19901 Semillas;2015;.
21001 Alájar;2022;9.832
21001 Alájar;2021;9.062
21001 Alájar;2020;8.077
21001 Alájar;2019;7.959
21001 Alájar;2018;7.136
21001 Alájar;2017;6.986
21001 Alájar;2016;6.673
21001 Alájar;2015;6.067
21002 Aljaraque;2022;14.060
21002 Aljaraque;2021;13.229
21002 Aljaraque;2020;12.733
21002 Aljaraque;2019;12.499
21002 Aljaraque;2018;11.818
21002 Aljaraque;2017;11.242
21002 Aljaraque;2016;11.003
21002 Aljaraque;2015;10.749
21003 Almendro, El;2022;10.865
21003 Almendro, El;2021;10.484
21003 Almendro, El;2020;9.990
21003 Almendro, El;2019;10.049
21003 Almendro, El;2018;9.170
21003 Almendro, El;2017;8.653
21003 Almendro, El;2016;8.300
21003 Almendro, El;2015;7.906
21004 Almonaster la Real;2022;12.386
21004 Almonaster la Real;2021;11.762
21004 Almonaster la Real;2020;11.307
21004 Almonaster la Real;2019;11.116
21004 Almonaster la Real;2018;10.384
21004 Almonaster la Real;2017;9.826
21004 Almonaster la Real;2016;9.373
21004 Almonaster la Real;2015;8.769
21005 Almonte;2022;9.693
21005 Almonte;2021;9.083
21005 Almonte;2020;8.812
21005 Almonte;2019;8.706
21005 Almonte;2018;8.210
21005 Almonte;2017;7.770
21005 Almonte;2016;7.455
21005 Almonte;2015;7.241
21006 Alosno;2022;10.394
21006 Alosno;2021;9.960
21006 Alosno;2020;9.614
21006 Alosno;2019;9.257
21006 Alosno;2018;8.672
21006 Alosno;2017;8.240
21006 Alosno;2016;7.807
21006 Alosno;2015;7.560
21007 Aracena;2022;11.299
21007 Aracena;2021;10.692
21007 Aracena;2020;9.976
21007 Aracena;2019;9.804
21007 Aracena;2018;9.210
21007 Aracena;2017;8.650
21007 Aracena;2016;8.381
21007 Aracena;2015;7.986
21008 Aroche;2022;9.535
21008 Aroche;2021;9.211
21008 Aroche;2020;8.731
21008 Aroche;2019;8.472
21008 Aroche;2018;7.960
21008 Aroche;2017;7.301
21008 Aroche;2016;7.116
21008 Aroche;2015;6.765
21009 Arroyomolinos de León;2022;8.673
21009 Arroyomolinos de León;2021;8.173
21009 Arroyomolinos de León;2020;7.681
21009 Arroyomolinos de León;2019;7.513
21009 Arroyomolinos de León;2018;7.097
21009 Arroyomolinos de León;2017;6.667
21009 Arroyomolinos de León;2016;6.373
21009 Arroyomolinos de León;2015;6.180
21010 Ayamonte;2022;10.513
21010 Ayamonte;2021;9.844
21010 Ayamonte;2020;9.239
21010 Ayamonte;2019;9.299
21010 Ayamonte;2018;8.621
21010 Ayamonte;2017;8.085
21010 Ayamonte;2016;7.700
21010 Ayamonte;2015;7.640
21011 Beas;2022;11.367
21011 Beas;2021;10.776
21011 Beas;2020;10.201
21011 Beas;2019;9.975
21011 Beas;2018;9.601
21011 Beas;2017;9.066
21011 Beas;2016;8.665
21011 Beas;2015;8.608
21012 Berrocal;2022;14.098
21012 Berrocal;2021;12.953
21012 Berrocal;2020;11.868
21012 Berrocal;2019;11.682
21012 Berrocal;2018;11.202
21012 Berrocal;2017;10.155
21012 Berrocal;2016;10.341
21012 Berrocal;2015;10.344
21013 Bollullos Par del Condado;2022;10.355
21013 Bollullos Par del Condado;2021;9.717
21013 Bollullos Par del Condado;2020;8.985
21013 Bollullos Par del Condado;2019;9.092
21013 Bollullos Par del Condado;2018;8.612
21013 Bollullos Par del Condado;2017;8.247
21013 Bollullos Par del Condado;2016;7.874
21013 Bollullos Par del Condado;2015;7.679
21014 Bonares;2022;10.515
21014 Bonares;2021;10.097
21014 Bonares;2020;9.414
21014 Bonares;2019;9.131
21014 Bonares;2018;8.763
21014 Bonares;2017;8.345
21014 Bonares;2016;7.920
21014 Bonares;2015;7.677
21015 Cabezas Rubias;2022;10.941
21015 Cabezas Rubias;2021;10.447
21015 Cabezas Rubias;2020;9.884
21015 Cabezas Rubias;2019;9.483
21015 Cabezas Rubias;2018;9.107
21015 Cabezas Rubias;2017;8.432
21015 Cabezas Rubias;2016;8.108
21015 Cabezas Rubias;2015;8.132
21016 Cala;2022;10.173
21016 Cala;2021;9.637
21016 Cala;2020;9.242
21016 Cala;2019;8.856
21016 Cala;2018;8.221
21016 Cala;2017;7.825
21016 Cala;2016;8.320
21016 Cala;2015;7.442
21017 Calañas;2022;11.697
21017 Calañas;2021;10.993
21017 Calañas;2020;10.496
21017 Calañas;2019;10.221
21017 Calañas;2018;9.699
21017 Calañas;2017;9.257
21017 Calañas;2016;8.791
21017 Calañas;2015;8.564
21018 Campillo, El;2022;12.013
21018 Campillo, El;2021;11.359
21018 Campillo, El;2020;10.773
21018 Campillo, El;2019;10.412
21018 Campillo, El;2018;9.965
21018 Campillo, El;2017;9.328
21018 Campillo, El;2016;9.012
21018 Campillo, El;2015;8.895
21019 Campofrío;2022;11.241
21019 Campofrío;2021;10.571
21019 Campofrío;2020;10.607
21019 Campofrío;2019;9.755
21019 Campofrío;2018;9.283
21019 Campofrío;2017;8.710
21019 Campofrío;2016;8.282
21019 Campofrío;2015;7.960
21020 Cañaveral de León;2022;9.671
21020 Cañaveral de León;2021;9.494
21020 Cañaveral de León;2020;9.115
21020 Cañaveral de León;2019;8.480
21020 Cañaveral de León;2018;7.915
21020 Cañaveral de León;2017;7.564
21020 Cañaveral de León;2016;7.564
21020 Cañaveral de León;2015;7.264
21021 Cartaya;2022;10.429
21021 Cartaya;2021;9.971
21021 Cartaya;2020;9.469
21021 Cartaya;2019;9.206
21021 Cartaya;2018;8.703
21021 Cartaya;2017;8.306
21021 Cartaya;2016;7.788
21021 Cartaya;2015;7.687
21022 Castaño del Robledo;2022;12.299
21022 Castaño del Robledo;2021;12.691
21022 Castaño del Robledo;2020;10.829
21022 Castaño del Robledo;2019;10.438
21022 Castaño del Robledo;2018;9.172
21022 Castaño del Robledo;2017;8.796
21022 Castaño del Robledo;2016;8.133
21022 Castaño del Robledo;2015;8.474
21023 Cerro de Andévalo, El;2022;10.959
21023 Cerro de Andévalo, El;2021;10.415
21023 Cerro de Andévalo, El;2020;9.924
21023 Cerro de Andévalo, El;2019;9.637
21023 Cerro de Andévalo, El;2018;9.122
21023 Cerro de Andévalo, El;2017;8.617
21023 Cerro de Andévalo, El;2016;8.205
21023 Cerro de Andévalo, El;2015;8.059
21024 Corteconcepción;2022;10.728
21024 Corteconcepción;2021;9.922
21024 Corteconcepción;2020;9.366
21024 Corteconcepción;2019;9.358
21024 Corteconcepción;2018;9.227
21024 Corteconcepción;2017;8.759
21024 Corteconcepción;2016;8.547
21024 Corteconcepción;2015;8.701
21025 Cortegana;2022;11.032
21025 Cortegana;2021;10.440
21025 Cortegana;2020;9.842
21025 Cortegana;2019;9.713
21025 Cortegana;2018;9.214
21025 Cortegana;2017;8.823
21025 Cortegana;2016;8.483
21025 Cortegana;2015;8.243
21026 Cortelazor;2022;10.831
21026 Cortelazor;2021;10.188
21026 Cortelazor;2020;9.370
21026 Cortelazor;2019;8.199
21026 Cortelazor;2018;8.554
21026 Cortelazor;2017;8.297
21026 Cortelazor;2016;7.998
21026 Cortelazor;2015;7.859
21027 Cumbres de Enmedio;2022;.
21027 Cumbres de Enmedio;2021;.
21027 Cumbres de Enmedio;2020;.
21027 Cumbres de Enmedio;2019;.
21027 Cumbres de Enmedio;2018;.
21027 Cumbres de Enmedio;2017;.
21027 Cumbres de Enmedio;2016;.
21027 Cumbres de Enmedio;2015;.
21028 Cumbres de San Bartolomé;2022;11.745
21028 Cumbres de San Bartolomé;2021;11.091
21028 Cumbres de San Bartolomé;2020;10.229
21028 Cumbres de San Bartolomé;2019;10.016
21028 Cumbres de San Bartolomé;2018;9.443
21028 Cumbres de San Bartolomé;2017;9.061
21028 Cumbres de San Bartolomé;2016;8.473
21028 Cumbres de San Bartolomé;2015;8.259
21029 Cumbres Mayores;2022;10.653
21029 Cumbres Mayores;2021;10.229
21029 Cumbres Mayores;2020;9.552
21029 Cumbres Mayores;2019;9.784
21029 Cumbres Mayores;2018;9.267
21029 Cumbres Mayores;2017;8.649
21029 Cumbres Mayores;2016;8.206
21029 Cumbres Mayores;2015;7.879
21030 Chucena;2022;10.006
21030 Chucena;2021;9.464
21030 Chucena;2020;8.899
21030 Chucena;2019;8.666
21030 Chucena;2018;8.438
21030 Chucena;2017;7.952
21030 Chucena;2016;7.566
21030 Chucena;2015;7.202
21031 Encinasola;2022;10.420
21031 Encinasola;2021;9.838
21031 Encinasola;2020;9.232
21031 Encinasola;2019;9.035
21031 Encinasola;2018;8.535
21031 Encinasola;2017;8.016
21031 Encinasola;2016;7.856
21031 Encinasola;2015;7.754
21032 Escacena del Campo;2022;9.633
21032 Escacena del Campo;2021;9.161
21032 Escacena del Campo;2020;8.703
21032 Escacena del Campo;2019;8.427
21032 Escacena del Campo;2018;8.100
21032 Escacena del Campo;2017;7.508
21032 Escacena del Campo;2016;7.283
21032 Escacena del Campo;2015;7.160
21033 Fuenteheridos;2022;9.665
21033 Fuenteheridos;2021;9.428
21033 Fuenteheridos;2020;8.316
21033 Fuenteheridos;2019;8.208
21033 Fuenteheridos;2018;7.861
21033 Fuenteheridos;2017;7.090
21033 Fuenteheridos;2016;6.985
21033 Fuenteheridos;2015;7.189
21034 Galaroza;2022;10.049
21034 Galaroza;2021;9.797
21034 Galaroza;2020;8.970
21034 Galaroza;2019;8.778
21034 Galaroza;2018;8.301
21034 Galaroza;2017;8.092
21034 Galaroza;2016;7.445
21034 Galaroza;2015;7.332
21035 Gibraleón;2022;10.309
21035 Gibraleón;2021;9.799
21035 Gibraleón;2020;9.183
21035 Gibraleón;2019;9.164
21035 Gibraleón;2018;8.617
21035 Gibraleón;2017;8.223
21035 Gibraleón;2016;7.696
21035 Gibraleón;2015;7.511
21036 Granada de Río-Tinto, La;2022;10.322
21036 Granada de Río-Tinto, La;2021;9.897
21036 Granada de Río-Tinto, La;2020;9.415
21036 Granada de Río-Tinto, La;2019;9.033
21036 Granada de Río-Tinto, La;2018;7.458
21036 Granada de Río-Tinto, La;2017;7.079
21036 Granada de Río-Tinto, La;2016;6.985
21036 Granada de Río-Tinto, La;2015;7.185
21037 Granado, El;2022;12.169
21037 Granado, El;2021;11.366
21037 Granado, El;2020;10.892
21037 Granado, El;2019;10.728
21037 Granado, El;2018;9.827
21037 Granado, El;2017;9.563
21037 Granado, El;2016;9.167
21037 Granado, El;2015;8.646
21038 Higuera de la Sierra;2022;10.458
21038 Higuera de la Sierra;2021;9.688
21038 Higuera de la Sierra;2020;8.916
21038 Higuera de la Sierra;2019;8.870
21038 Higuera de la Sierra;2018;8.206
21038 Higuera de la Sierra;2017;7.586
21038 Higuera de la Sierra;2016;7.248
21038 Higuera de la Sierra;2015;7.116
21039 Hinojales;2022;10.202
21039 Hinojales;2021;9.645
21039 Hinojales;2020;8.852
21039 Hinojales;2019;8.631
21039 Hinojales;2018;8.339
21039 Hinojales;2017;7.541
21039 Hinojales;2016;7.328
21039 Hinojales;2015;7.014
21040 Hinojos;2022;10.909
21040 Hinojos;2021;10.588
21040 Hinojos;2020;10.158
21040 Hinojos;2019;9.794
21040 Hinojos;2018;9.358
21040 Hinojos;2017;9.064
21040 Hinojos;2016;8.852
21040 Hinojos;2015;8.608
21041 Huelva;2022;12.416
21041 Huelva;2021;11.791
21041 Huelva;2020;11.310
21041 Huelva;2019;11.181
21041 Huelva;2018;10.657
21041 Huelva;2017;10.165
21041 Huelva;2016;9.830
21041 Huelva;2015;9.652
21042 Isla Cristina;2022;9.440
21042 Isla Cristina;2021;8.864
21042 Isla Cristina;2020;8.517
21042 Isla Cristina;2019;8.255
21042 Isla Cristina;2018;7.691
21042 Isla Cristina;2017;7.229
21042 Isla Cristina;2016;6.823
21042 Isla Cristina;2015;6.713
21043 Jabugo;2022;11.284
21043 Jabugo;2021;10.675
21043 Jabugo;2020;9.949
21043 Jabugo;2019;9.637
21043 Jabugo;2018;9.156
21043 Jabugo;2017;8.504
21043 Jabugo;2016;8.337
21043 Jabugo;2015;8.141
21044 Lepe;2022;9.798
21044 Lepe;2021;9.321
21044 Lepe;2020;8.847
21044 Lepe;2019;8.674
21044 Lepe;2018;8.099
21044 Lepe;2017;7.678
21044 Lepe;2016;7.257
21044 Lepe;2015;6.991
21045 Linares de la Sierra;2022;11.645
21045 Linares de la Sierra;2021;11.078
21045 Linares de la Sierra;2020;10.243
21045 Linares de la Sierra;2019;10.052
21045 Linares de la Sierra;2018;9.559
21045 Linares de la Sierra;2017;8.918
21045 Linares de la Sierra;2016;8.353
21045 Linares de la Sierra;2015;8.576
21046 Lucena del Puerto;2022;11.236
21046 Lucena del Puerto;2021;11.108
21046 Lucena del Puerto;2020;10.746
21046 Lucena del Puerto;2019;10.078
21046 Lucena del Puerto;2018;9.624
21046 Lucena del Puerto;2017;8.980
21046 Lucena del Puerto;2016;8.745
21046 Lucena del Puerto;2015;8.791
21047 Manzanilla;2022;9.347
21047 Manzanilla;2021;9.066
21047 Manzanilla;2020;8.618
21047 Manzanilla;2019;8.600
21047 Manzanilla;2018;8.111
21047 Manzanilla;2017;7.762
21047 Manzanilla;2016;7.501
21047 Manzanilla;2015;7.106
21048 Marines, Los;2022;10.947
21048 Marines, Los;2021;10.350
21048 Marines, Los;2020;10.002
21048 Marines, Los;2019;8.925
21048 Marines, Los;2018;8.627
21048 Marines, Los;2017;8.254
21048 Marines, Los;2016;8.165
21048 Marines, Los;2015;7.401
21049 Minas de Riotinto;2022;12.869
21049 Minas de Riotinto;2021;12.350
21049 Minas de Riotinto;2020;11.794
21049 Minas de Riotinto;2019;11.593
21049 Minas de Riotinto;2018;10.635
21049 Minas de Riotinto;2017;10.407
21049 Minas de Riotinto;2016;10.004
21049 Minas de Riotinto;2015;9.691
21050 Moguer;2022;10.484
21050 Moguer;2021;10.012
21050 Moguer;2020;9.652
21050 Moguer;2019;9.469
21050 Moguer;2018;8.971
21050 Moguer;2017;8.652
21050 Moguer;2016;8.341
21050 Moguer;2015;8.028
21051 Nava, La;2022;10.970
21051 Nava, La;2021;10.667
21051 Nava, La;2020;9.936
21051 Nava, La;2019;9.545
21051 Nava, La;2018;8.662
21051 Nava, La;2017;8.630
21051 Nava, La;2016;8.144
21051 Nava, La;2015;7.437
21052 Nerva;2022;11.516
21052 Nerva;2021;10.789
21052 Nerva;2020;10.318
21052 Nerva;2019;10.203
21052 Nerva;2018;9.621
21052 Nerva;2017;9.071
21052 Nerva;2016;8.842
21052 Nerva;2015;8.577
21053 Niebla;2022;10.220
21053 Niebla;2021;9.689
21053 Niebla;2020;9.249
21053 Niebla;2019;9.220
21053 Niebla;2018;8.567
21053 Niebla;2017;8.226
21053 Niebla;2016;7.780
21053 Niebla;2015;7.701
21054 Palma del Condado, La;2022;10.722
21054 Palma del Condado, La;2021;10.132
21054 Palma del Condado, La;2020;9.662
21054 Palma del Condado, La;2019;9.427
21054 Palma del Condado, La;2018;8.917
21054 Palma del Condado, La;2017;8.553
21054 Palma del Condado, La;2016;8.227
21054 Palma del Condado, La;2015;7.974
21055 Palos de la Frontera;2022;12.457
21055 Palos de la Frontera;2021;11.440
21055 Palos de la Frontera;2020;11.012
21055 Palos de la Frontera;2019;11.061
21055 Palos de la Frontera;2018;10.597
21055 Palos de la Frontera;2017;9.730
21055 Palos de la Frontera;2016;9.191
21055 Palos de la Frontera;2015;9.222
21056 Paterna del Campo;2022;10.220
21056 Paterna del Campo;2021;9.684
21056 Paterna del Campo;2020;9.274
21056 Paterna del Campo;2019;9.050
21056 Paterna del Campo;2018;8.548
21056 Paterna del Campo;2017;8.063
21056 Paterna del Campo;2016;7.740
21056 Paterna del Campo;2015;7.497
21057 Paymogo;2022;9.806
21057 Paymogo;2021;9.401
21057 Paymogo;2020;8.694
21057 Paymogo;2019;8.517
21057 Paymogo;2018;8.199
21057 Paymogo;2017;7.695
21057 Paymogo;2016;7.257
21057 Paymogo;2015;7.047
21058 Puebla de Guzmán;2022;10.960
21058 Puebla de Guzmán;2021;10.595
21058 Puebla de Guzmán;2020;9.981
21058 Puebla de Guzmán;2019;9.656
21058 Puebla de Guzmán;2018;8.978
21058 Puebla de Guzmán;2017;8.433
21058 Puebla de Guzmán;2016;8.012
21058 Puebla de Guzmán;2015;7.910
21059 Puerto Moral;2022;11.056
21059 Puerto Moral;2021;10.051
21059 Puerto Moral;2020;8.759
21059 Puerto Moral;2019;8.625
21059 Puerto Moral;2018;7.968
21059 Puerto Moral;2017;7.635
21059 Puerto Moral;2016;7.175
21059 Puerto Moral;2015;6.958
21060 Punta Umbría;2022;11.890
21060 Punta Umbría;2021;11.210
21060 Punta Umbría;2020;10.496
21060 Punta Umbría;2019;10.031
21060 Punta Umbría;2018;9.374
21060 Punta Umbría;2017;8.895
21060 Punta Umbría;2016;8.505
21060 Punta Umbría;2015;8.317
21061 Rociana del Condado;2022;8.869
21061 Rociana del Condado;2021;8.479
21061 Rociana del Condado;2020;8.074
21061 Rociana del Condado;2019;7.894
21061 Rociana del Condado;2018;7.408
21061 Rociana del Condado;2017;7.146
21061 Rociana del Condado;2016;6.781
21061 Rociana del Condado;2015;6.573
21062 Rosal de la Frontera;2022;9.665
21062 Rosal de la Frontera;2021;9.234
21062 Rosal de la Frontera;2020;8.639
21062 Rosal de la Frontera;2019;8.370
21062 Rosal de la Frontera;2018;7.799
21062 Rosal de la Frontera;2017;7.245
21062 Rosal de la Frontera;2016;6.724
21062 Rosal de la Frontera;2015;6.956
21063 San Bartolomé de la Torre;2022;10.675
21063 San Bartolomé de la Torre;2021;10.223
21063 San Bartolomé de la Torre;2020;9.860
21063 San Bartolomé de la Torre;2019;10.020
21063 San Bartolomé de la Torre;2018;9.231
21063 San Bartolomé de la Torre;2017;8.755
21063 San Bartolomé de la Torre;2016;8.259
21063 San Bartolomé de la Torre;2015;8.200
21064 San Juan del Puerto;2022;10.273
21064 San Juan del Puerto;2021;9.710
21064 San Juan del Puerto;2020;9.249
21064 San Juan del Puerto;2019;9.326
21064 San Juan del Puerto;2018;8.683
21064 San Juan del Puerto;2017;8.300
21064 San Juan del Puerto;2016;8.012
21064 San Juan del Puerto;2015;7.857
21065 Sanlúcar de Guadiana;2022;11.995
21065 Sanlúcar de Guadiana;2021;10.552
21065 Sanlúcar de Guadiana;2020;10.128
21065 Sanlúcar de Guadiana;2019;10.494
21065 Sanlúcar de Guadiana;2018;9.660
21065 Sanlúcar de Guadiana;2017;9.156
21065 Sanlúcar de Guadiana;2016;8.598
21065 Sanlúcar de Guadiana;2015;9.177
21066 San Silvestre de Guzmán;2022;10.971
21066 San Silvestre de Guzmán;2021;10.488
21066 San Silvestre de Guzmán;2020;10.003
21066 San Silvestre de Guzmán;2019;10.099
21066 San Silvestre de Guzmán;2018;9.527
21066 San Silvestre de Guzmán;2017;9.425
21066 San Silvestre de Guzmán;2016;9.289
21066 San Silvestre de Guzmán;2015;8.867
21067 Santa Ana la Real;2022;11.086
21067 Santa Ana la Real;2021;10.241
21067 Santa Ana la Real;2020;9.230
21067 Santa Ana la Real;2019;9.220
21067 Santa Ana la Real;2018;9.546
21067 Santa Ana la Real;2017;8.300
21067 Santa Ana la Real;2016;7.916
21067 Santa Ana la Real;2015;7.646
21068 Santa Bárbara de Casa;2022;10.056
21068 Santa Bárbara de Casa;2021;9.485
21068 Santa Bárbara de Casa;2020;9.017
21068 Santa Bárbara de Casa;2019;9.219
21068 Santa Bárbara de Casa;2018;9.008
21068 Santa Bárbara de Casa;2017;8.523
21068 Santa Bárbara de Casa;2016;8.119
21068 Santa Bárbara de Casa;2015;8.108
21069 Santa Olalla del Cala;2022;10.081
21069 Santa Olalla del Cala;2021;9.472
21069 Santa Olalla del Cala;2020;9.491
21069 Santa Olalla del Cala;2019;8.707
21069 Santa Olalla del Cala;2018;8.253
21069 Santa Olalla del Cala;2017;7.826
21069 Santa Olalla del Cala;2016;8.311
21069 Santa Olalla del Cala;2015;7.700
21070 Trigueros;2022;10.859
21070 Trigueros;2021;10.333
21070 Trigueros;2020;9.724
21070 Trigueros;2019;9.661
21070 Trigueros;2018;9.152
21070 Trigueros;2017;8.608
21070 Trigueros;2016;8.333
21070 Trigueros;2015;8.155
21071 Valdelarco;2022;11.754
